0xff8150d8,_GetSystemTime
0xff954858,PointDefDetect_FW
0xff954980,PointKizuCheck_FW
0xff81acb8,Poke16_FW
0xff81ac94,Poke32_FW
0xff81acdc,Poke8_FW
0xff9a4334,PostEventShootSeqToUI_FW
0xff82fb48,PostLEDMessage_FW
0xff9a4230,PostLogicalEventForNotPowerType
0xff9a4230,PostLogicalEventForNotPowerType_FW
0xff9a42ac,PostLogicalEventToUI
0xff9a42ac,PostLogicalEventToUI_FW
0xff821810,PostMessageQueue
0xffb124b8,PreFixAE_FW
0xff98f618,PrepareCapture_FW
0xff98ebc0,PrepareCaptureModeChange_FW
0xff98f9e8,PrepareLensForStandby_FW
0xff98f4c8,PrepareMenuOut_FW
0xff98f5e4,PrepareStrobeCharge_FW
0xff98fbc4,PrepareTestRec_FW
0xff8ad2d8,PrePro.Capture_FW
0xff8ad230,PrePro.GetDarkSetUp_FW
0xff8ad270,PrePro.GetDarkSubSetUp_FW
0xff8ad328,PrePro.HybridCrw_FW
0xff8ad2b0,PrePro.LiveImage_FW
0xff8ad300,PrePro.MemoryCrw_FW
0xff8ad240,PrePro.SetDarkSetUp_FW
0xff8ad280,PrePro.SetDarkSubSetUp_FW
0xff8b06a8,PrePro.Unpack_FW
0xffb077f8,PrintAdjTableMap_FW
0xffb09bc4,PrintAllAEIntegData_FW
0xff9bf060,PrintBmpVramInfo_FW
0xff812e74,printclock_FW
0xff9bf090,PrintCurrPalette_FW
0xffb3b624,Printf_FW
0xffb08d34,PrintFaexeVersioin_FW
0xffb08ce4,PrintFirmVersion_FW
0xffb0fdcc,PrintMultiWinScanTable_FW
0xffb0fc24,PrintScanTable_FW
0xff99ef0c,PT_atoi_FW
0xff99f438,PT_BatLvChange_Low_FW
0xff99f428,PT_BatLvChange_PreWeak_FW
0xff99f440,PT_BatLvChange_SysLow_FW
0xff99f430,PT_BatLvChange_Weak_FW
0xff99eeb0,PT_CompleteCaptModeChange_FW
0xff99eec0,PT_CompleteCharge_FW
0xff99ee70,PT_CompletePreCapt_FW
0xff99eea0,PT_CompletePrepareLens_FW
0xff99ee90,PT_CompleteStopDigZoom_FW
0xff99ee88,PT_CompleteStopZoom_FW
0xff99ee98,PT_CompleteStoreLens_FW
0xff99eeb8,PT_CompleteSynchroWrite_FW
0xff99eec8,PT_EraseAllFile_FW
0xff99f4b8,PT_FinishBatteryTest_FW
0xff99f5b0,PT_GetBatteryLevel_FW
0xff99f0f4,PT_GetLocalDateAndTimeString_FW
0xff99f090,PT_GetLocalDateString_FW
0xff99f28c,PT_GetLocalDayString_FW
0xff99f1f8,PT_GetLocalHourMinSecString_FW
0xff99f19c,PT_GetLocalMonthString_FW
0xff99f034,PT_GetLocalTimeString_FW
0xff99f148,PT_GetLocalYearString_FW
0xff99f698,PT_GetLowBatLv_FW
0xff99f5c8,PT_GetPreWeakBatLv_FW
0xff99ef88,PT_GetPropertyCaseInt_FW
0xff99ef74,PT_GetPropertyCaseString_FW
0xff99f700,PT_GetSysLowBatLv_FW
0xff99ef18,PT_GetSystemTime
0xff99ef18,PT_GetSystemTime_FW
0xff99f630,PT_GetWeakBatLv_FW
0xff99f338,PT_LCD_BkColor_FW
0xff99f3f4,PT_LCD_BkColorDef_FW
0xff99ef00,PT_mod_FW
0xff99eea8,PT_MovieRecordStopped_FW
0xff99ee80,PT_NextShootAvailable_FW
0xff99f320,PT_PlaySound
0xff99f320,PT_PlaySound_FW
0xff99ee78,PT_RecreviewAvailable_FW
0xff99f2dc,PT_SetMessage_FW
0xff99ef4c,PT_SetPropertyCaseInt_FW
0xff99ef38,PT_SetPropertyCaseString_FW
0xff99f458,PT_StartBatteryTest_FW
0xff99f304,PT_UndispMessage_FW
0xff9ab354,PTM_AllResetProperty_FW
0xff9ab344,PTM_AllResetToFactorySetting_FW
0xff9abf40,PTM_BackupUIProperty_FW
0xff9abef8,PTM_GetCurrentItem_FW
0xff9ab54c,PTM_GetWorkingCaptureMode_FW
0xff9abf10,PTM_NextItem_FW
0xff9abf28,PTM_PrevItem_FW
0xff9ab804,PTM_RestoreUIProperty_FW
0xff9abec8,PTM_SetCurrentCaptureMode_FW
0xff9abed8,PTM_SetCurrentItem_FW
0xff9abf64,PTM_SetProprietyEnable_FW
0xffad1d7c,PTPRspnd.EnableGetTreeInfo_FW
0xffad1dbc,PTPRspnd.EnableStorage_FW
0xffad1d70,PTPRspnd.ResetTable_FW
0xffad2124,PTPRspnd.ShowRemoteStg_FW
0xffac8214,PTPRspnd.ShutDownPTPFrameworkClient_FW
0xffac8160,PTPRspnd.StartUpPTPFrameworkClient_FW
0xffb0d140,PutInNdFilter_FW
0xffb0d188,PutOutNdFilter_FW
0xff81824c,PutsCameraLogEvent_FW
0xffb52438,qsort
0xff8e9450,QuietImager_FW
0xffb5245c,rand
0xff87b618,Read
0xff87b618,Read_FW
0xffb54fd0,readdir
0xffb431fc,realloc
0xff9d0ce0,Rec2PB
0xffaed4fc,ReceiveMechaCircuitDataAll_FW
0xff8213f8,ReceiveMessageQueue
0xff98f9b0,RecordMovie_FW
0xff98f8e8,RecreviewHold_FW
0xff98f8f8,RecreviewRelease_FW
0xff98f054,RectifyExposureWithMeasure_FW
0xffb07bdc,RefreshAdjustmentTableMirror_FW
0xff9be650,RefreshPhysicalScreen
0xff9be650,RefreshPhysicalScreen_FW
0xff9b32b8,RefreshRectangleToDialog_FW
0xff9b3404,RefreshRegistedRectangleToDialog_FW
0xffab2574,RefreshUSBMode_FW
0xffae9f4c,RegComEventProc_FW
0xffb11e84,RegistColorMatrix_FW
0xff9b6db8,RegisterDialogAPIForEventProcedure_FW
0xff816c30,RegisterEventProcedure_FW
0xff821004,RegisterInterruptHandler
0xffa67ea0,RegisterLanguageName_FW
0xff9b3340,RegisterRefreshToDialog_FW
0xff8235a4,ReleaseRecursiveLock
0xffb11998,ReloadBPCoeffAdjustment_FW
0xffb0c8d0,ReloadCdsAdjustment_FW
0xffb11d94,ReloadColorAdjustment_FW
0xffb11c40,ReloadEfAdjustment_FW
0xffb0f184,ReloadFocusLensAdjustment_FW
0xffb0cf40,ReloadIrisAdjustment_FW
0xffb0d118,ReloadNdFilterAdjustment_FW
0xffb0e1fc,ReloadWBAdjustment_FW
0xffb0e884,ReloadZoomAdjustment_FW
0xffb1710c,RemoveTransparentMemory_FW
0xff87439c,RenameFile_Fut
0xff9546dc,RenewThermoLogNo_FW
0xff98ef00,ResetFaceFrame_FW
0xffb0f574,ResetFocus_FW
0xffb02af8,ResetFocusLens
0xffb02af8,ResetFocusLens_FW
0xffaf8df4,ResetIrisEvent_FW
0xffb0e978,ResetZoom_FW
0xffaf1a2c,ResetZoomLens
0xffaf1a2c,ResetZoomLens_FW
0xffaf1a5c,ResetZoomLensToFirstPoint_FW
0xffaf1ad0,ResetZoomLensToTermiantePoint_FW
0xffb0eb9c,ResetZoomToAdjFirstPoint_FW
0xffb0ec14,ResetZoomToAdjTerminatePoint_FW
0xffb0e9b4,ResetZoomToFirstPoint_FW
0xffb0e9f0,ResetZoomToTerminatePoint_FW
0xff9b37d0,ResizeDialogBox_FW
0xff9b426c,ResizeDialogItem_FW
0xff9b3874,ResizeDialogItemToDialog_FW
0xff9b2ca0,ResizeVirtualWindow_FW
0xff98f274,ResumePcEvf_FW
0xff81a80c,RomCheckSum_FW
0xff81b7f8,RotateConsoleZOder_FW
0xffb07670,SaveAdjustmentTable_FW
0xffb0768c,SaveAdjustmentValue_FW
0xffb143d4,SaveBatSenseOffsetAdjustmentTable_FW
0xffa67e9c,SaveLanguageNameList_FW
0xffafa22c,SaveMechaShutterCount_FW
0xffb3b63c,ScriptDisEnabled_FW
0xffb3b650,ScriptEnabled_FW
0xffaed4c0,SendMechaCircuitData_FW
0xff9a5df4,set_control_event
0xffb12438,SetAdj_AEMode_FW
0xffb0b470,SetAdjAEIntegSmearLimitter_FW
0xffb0ca48,SetAdjCdsMode_FW
0xffb12384,SetAE_CdsGainValue_FW
0xffb1212c,SetAE_ShutterSpeed
0xffb1212c,SetAE_ShutterSpeed_FW
0xffb0b460,SetAEIntegAverageOBData_FW
0xffb0aa8c,SetAEIntegralValueProperty_FW
0xffb0aa30,SetAEIntegStrobeProperty_FW
0xffb0b088,SetAEIntegValueBit_FW
0xffb0afc8,SetAEIntegWindowsMode_FW
0xff9b4118,SetAttributeToDialogItem_FW
0xff9a8718,SetAutoShutdownTime
0xff9a8718,SetAutoShutdownTime_FW
0xff9b3264,SetBackgroundColorToDialogBox_FW
0xff82cf34,SetBattCheckMode_FW
0xffb11978,SetBPFForBestPintCorrect_FW
0xffb0c9a4,SetCDSGain_FW
0xffb0c9ec,SetCDSGainStep_FW
0xffb0c9a4,SetCdsGainValue_FW
0xff9d9b48,SetCurrentCaptureModeType
0xff9d9b48,SetCurrentCaptureModeType_FW
0xff9ba2b0,SetCurrentPalette_FW
0xffb143fc,SetDate_FW
0xffb145bc,SetDay_FW
0xffaf7b70,SetDCMotorChargePump_FW
0xffaf7b84,SetDCMotorPwmFixedTimeLevel_FW
0xffaf7b98,SetDCMotorPwmLevel_FW
0xffaf7b5c,SetDCMotorSpeedLevel_FW
0xffaf7cb4,SetDCMotorWaitTime_FW
0xffb0b488,SetDefaultAEIntegSmearLimitter_FW
0xff9b3934,SetDefaultMovingFocusToDialog_FW
0xffb1e5e0,SetDefaultRecParameter_FW
0xffb1e9e8,SetDefectRecParameter_FW
0xffb0c880,SetDeltaCDSGain_FW
0xffb05b48,SetDUIDFixFlag_FW
0xff820ce0,SetEventFlag
0xffb11c38,SetExStrobeMode_FW
0xff98ef10,SetFaceFrameMovableArea_FW
0xffb05ad0,SetFactoryMode_FW
0xff82ae14,SetFeatherDivision_FW
0xff82ae3c,SetFeatherInterval_FW
0xff82ae7c,SetFeatherPrintInterval_FW
0xff87b7ac,SetFileAttributes
0xff9b3018,SetFocusDirectionToDialogItem_FW
0xff9b3028,SetFocusItemToDialogItem_FW
0xffb0330c,SetFocusLensBacklashSpeedToMax_FW
0xffb02ea4,SetFocusLensCondition_FW
0xffb02e8c,SetFocusLensDefaultCondition_FW
0xffb031a0,SetFocusLensMaxSpeedLimit_FW
0xffb02f7c,SetFocusLensSpeedTable_FW
0xffb10a60,SetFocusScanAutoStopProperty_FW
0xff9b36b0,SetFocusScopeToDialog_FW
0xff8130d8,SetHClk18MHz_FW
0xff8130b0,SetHClk36MHz_FW
0xff81306c,SetHClk72MHz_FW
0xffb1462c,SetHour_FW
0xff815b28,SetHPTimerAfterNow
0xff815bb4,SetHPTimerAfterTimeout
0xffb143e4,SetImageMode_FW
0xffb143c0,SetInputVoltage_FW
0xffb148a4,SetLangMenuType_FW
0xff812fb4,SetLClk18MHz_FW
0xff812fa4,SetLClk36MHz_FW
0xff812f94,SetLClk72MHz_FW
0xffb0b3c0,SetLineDefMarkThroughMode_FW
0xff9a632c,SetLogicalEventActive
0xff813134,SetMClk18MHz_FW
0xff813128,SetMClk36MHz_FW
0xff81311c,SetMClk72MHz_FW
0xffafa1bc,SetMechaShutterDacSettingEvent_FW
0xffafa1e4,SetMechaShutterFinalDacSettingEvent_FW
0xffafa1d0,SetMechaShutterOpenDacSettingEvent_FW
0xffafa1f8,SetMechaShutterOpenFinalDacSettingEvent_FW
0xffafa20c,SetMechaShutterWaitTimeSettingEvent_FW
0xffb14698,SetMinute_FW
0xff8ebd88,SetMontblancVSize_FW
0xffb14558,SetMonth_FW
0xffb118d0,SetMultiWinPos_FW
0xffafae24,SetNdDacSettingEvent_FW
0xffb0c918,SetObClamp_FW
0xffb0c918,SetObClampValue_FW
0xff9b3910,SetOriginTypeToDialog_FW
0xff9b77d8,SetPaletteToPhysicalScreen_FW
0xff9ad59c,SetParameterData
0xffaf7bac,SetPM3ByGpio_FW
0xff98f2d4,SetPointStitchEVF_FW
0xff825778,SetPropertyCase
0xff9b4030,SetPropertyToDialogItem_FW
0xff9b2d90,SetPropertyToDialogItemWithID_FW
0xffb0e144,SetReferenceWBGainForCalibration_FW
0xff9a6394,SetScriptMode
0xff9a6394,SetScriptMode_FW
0xffb14708,SetSecond_FW
0xffb0cc80,SetShutterSpeed_FW
0xffb0cc0c,SetShutterSpeedWithMecha_FW
0xff8e99ec,SetSmearOff_FW
0xff8e99d8,SetSmearOn_FW
0xff82104c,SetSR
0xff8e988c,SetStartLineForNarrowDraft_FW
0xff9ba2c0,SetSystemColorMode_FW
0xff81522c,SetTimerAfter
0xff8152c8,SetTimerWhen
0xffb0e174,SetToolCorrectCoefficient_FW
0xffab255c,SetUSBToDCPMode_FW
0xffab2548,SetUSBToPTPMode_FW
0xffb12c8c,SetVideoOutType_FW
0xffb0e100,SetWBYlStandardWidth_FW
0xffb0af00,SetWhiteCoefficient_FW
0xffb144f0,SetYear_FW
0xff9b7698,SetYUVPaletteIndex_FW
0xffaf7ab4,SetZoomActuatorLimitAmpere_FW
0xffaf7adc,SetZoomActuatorPwmDuty_FW
0xffaf7af0,SetZoomActuatorPwmFixedTime_FW
0xffaf7a8c,SetZoomActuatorSpeedControlGain_FW
0xffaf7a64,SetZoomActuatorSpeedPPS_FW
0xffb0eb1c,SetZoomLensControlGain_FW
0xffaf3688,SetZoomLensNormalControlGain_FW
0xffaf4fcc,SetZoomLensResetControlGain_FW
0xff98f3e8,ShootColor_FW
0xff9dd3dc,ShootCon_GetStatus_FW
0xff9e25e4,ShootCon_PrintMemoryDump_FW
0xff9e25b8,ShootCon_SetEventHook_FW
0xff9e2670,ShootCon_ShowAllSemaphores_FW
0xff9e1b08,ShootCon_ShowState_FW
0xff98f6ac,ShootPicture_FW
0xff98f798,ShootWhite_FW
0xffb434c4,ShowAllTaskInfo_FW
0xff9a8438,ShowAutoShutdownTime_FW
0xff82cfbc,ShowBattCheckMode_FW
0xff82d0b0,ShowBattChkAdj_FW
0xff8183f8,ShowCameraLog_FW
0xff818354,ShowCameraLogInfo_FW
0xffb12094,ShowCurrentExp_FW
0xffb07624,ShowDefaultAdjTableVersion_FW
0xff99faf4,ShowErrorNumberList_FW
0xffa67e60,ShowLanguageNameList_FW
0xff9a439c,ShowLogicalEventName_FW
0xffaea1a4,ShowMechaMacro_FW
0xff8286dc,ShowPhySwStatus_FW
0xffb16ff8,ShowTransparentMemory_FW
0xffa7a208,shutdownDirectPrintUI_FW
0xff9b74e0,ShutdownGUISystem_FW
0xff98e6a4,ShutdownImageSystem_FW
0xff9e35e4,ShutdownMovieController_FW
0xffa5ed3c,ShutdownPlayAllMenu_FW
0xffa53948,ShutdownPlayModeMenu_FW
0xffa539f4,ShutdownPlayModeMenuWithoutPbRedraw_FW
0xff98e790,ShutdownRec_FW
0xffa5ecc4,ShutdownRecAllMenu_FW
0xffa537a0,ShutdownRecModeMenu_FW
0xffb127b4,SleepAE_FW
0xff8224a8,SleepTask
0xff8224a8,SleepTask_FW
0xffb56988,sprintf_FW
0xffb52480,srand
0xff992098,SS_DumpShootInfo_FW
0xffb57adc,sscanf_FW
0xffb0b1b4,StartAEIntegralService_FW
0xff98f6e0,StartBridgeEVF_FW
0xffa9ccac,StartClockMode_FW
0xffb11860,StartDigiconFocusScan_FW
0xffb11168,StartDigiconService_FW
0xffa75518,StartDirectTransferManager_FW
0xffa7986c,StartDpConnect_FW
0xffa7bc4c,StartDpDpofMenu_FW
0xffa7cc00,StartDpDpofPrinting_FW
0xffa7da4c,StartDpDpofStopReconfirm_FW
0xffa814a8,StartDpMainMenu_FW
0xffa98fbc,StartDpMovieMenu_FW
0xffa50348,StartDpofPlayLoading_FW
0xffa82e94,StartDpPrinting_FW
0xffa841f8,StartDpsDpofMenu_FW
0xffa9bd68,StartDpsIdPhotoMenu_FW
0xffa8a8cc,StartDpsMainMenu_FW
0xffa90500,StartDpsStop_FW
0xffa9161c,StartDpStopReconfirm_FW
0xffa936c0,StartDpStyleMenu_FW
0xffa97210,StartDpTrimming_FW
0xffa75b64,StartDtConfirmMenu_FW
0xffa76400,StartDtExecuteMenu_FW
0xffb12d78,StartEVFDrive_FW
0xffb12d2c,StartEVFDriveWithMode_FW
0xffb05cf8,StartFactoryModeController_FW
0xff98f1d4,StartFinder_FW
0xffa654cc,StartFirmInfoMenu_FW
0xffb10efc,StartFocusScan_FW
0xffb10b88,StartFocusScanWithAutoStop_FW
0xffb10a88,StartFocusScanWithAutoStopFix_FW
0xffb10c3c,StartFocusScanWithMode_FW
0xffb10e6c,StartFocusScanWithRange_FW
0xff9b73bc,StartGUISystem_FW
0xffb0966c,StartLogOut_FW
0xff9e3550,StartMovieController_FW
0xffb10f9c,StartMultiWinFocusScan_FW
0xff98f25c,StartPCEVF_FW
0xffa53608,StartPlayModeMenu_FW
0xffa4c728,StartPrintOrderMenu_FW
0xffa536dc,StartRecModeMenu
0xffa536dc,StartRecModeMenu_FW
0xff98f8d0,StartRecreview_FW
0xffb1f3f0,StartSoundPlay_FW
0xffb1f194,StartSoundRecord_FW
0xff98f27c,StartStitchEVF_FW
0xff9f1788,StartSwitchViewFinder_FW
0xffa50a2c,StartTransferOrderMenu_FW
0xff8206cc,StartUARTRedirect_FW
0xff98fb40,StartupForTestRec_FW
0xff98e4c4,StartupZoom_FW
0xff81a4f8,StartWDT_FW
0xffb550cc,stat
0xff8e98bc,StillOnMovieTest_FW
0xffb0b0c8,StopAEIntegralService_FW
0xff8186d8,StopCameraLog_FW
0xff98fa08,StopClockMode_FW
0xff812f78,StopClockSaver_FW
0xff98f718,StopContinuousShooting_FW
0xffb13354,StopContinuousVRAMData_FW
0xffaf7c94,StopDCMotor_FW
0xffb111e8,StopDigiconService_FW
0xff98eb44,StopDigitalZoom_FW
0xffa79ae4,StopDpConnect_FW
0xffa50504,StopDpofPlayLoading_FW
0xffb12cec,StopEVFDrive_FW
0xff98f220,StopFinder_FW
0xff98ed30,StopFocus_FW
0xffb10e60,StopFocusScan_FW
0xff98e82c,StopLens_FW
0xffb09234,StopLogOut_FW
0xff98e9e8,StopOpticalZoom_FW
0xff98f264,StopPCEVF_FW
0xff98f9cc,StopRecordMovie_FW
0xff98f8e0,StopRecreview_FW
0xff98f2c0,StopStitchEVF_FW
0xff9f17dc,StopSwitchViewFinder_FW
0xffa75c48,StoptDtConfirmMenu_FW
0xffa76530,StoptDtExecuteMenu_FW
0xff8206e4,StopUARTRedirect_FW
0xff81a574,StopWDT_FW
0xff98e624,StoreLensForShutDown_FW
0xffb52cac,strcat
0xffb52cd8,strchr
0xffb52cfc,strcmp
0xffb52cfc,strcmp_FW
0xffb52e90,strcpy
0xffb52e90,strcpy_FW
0xffb54518,strftime
0xffb52ff4,strlen
0xffb52ff4,strlen_FW
0xffb53058,strncmp
0xffb5309c,strncpy
0xffb1bb0c,StrobeChargeCompForTestRec_FW
0xff98f35c,StrobeModeChanged_FW
0xffb530e4,strpbrk
0xffb53120,strrchr
0xffb52874,strtol
0xffb52a1c,strtoul
0xff98f26c,SuspendPcEvf_FW
0xff98f6d0,SW1Lock_FW
0xffb12c10,SwitchOffDisplay_FW
0xffb12c44,SwitchOnDisplay_FW
0xff9f1808,SwitchViewFinder_FW
0xffa5052c,SyncStopDpofPlayLoading_FW
0xff81aa48,SystemEventDelete_FW
0xff81aa80,SystemEventInit_FW
0xff821fa4,TakeSemaphore
0xff821fa4,TakeSemaphore_FW
0xff8f9070,task_AfIntSrvTask
0xff8f9d98,task_AFTask
0xff98c7cc,task_AviEdit
0xff980998,task_AviRead
0xff987bf8,task_AviWrite
0xff8306e8,task_AVTsk
0xff8300a8,task_BeepTask
0xff910e90,task_BrtMsrTask
0xff823880,task_Bye
0xff992b24,task_CaptSeq
0xff992b24,task_CaptSeqTask
0xff813140,task_ClockSave
0xffae20d4,task_CnctEntiRcv
0xffae1cc8,task_CnctEntiSnd
0xff9311dc,task_CntFlashTask
0xff9d32ec,task_CommonDrivers
0xff86d350,task_ConfirmPlayOrder
0xff86d350,task_ConfirmPrintOrder
0xff86d350,task_ConfirmTransferOrder
0xff81bcb8,task_ConsoleSvr
0xff996ab4,task_CreateHeaderTask
0xff8415d4,task_CtgTotalTask
0xff9a04f8,task_CtrlSrv
0xffb04d08,task_CZ
0xffae8d68,task_DcpTrnCtrl
0xffae8c0c,task_DcpTrnTrns
0xff977d1c,task_DecJpgRd
0xff8d9a98,task_DevelopModule
0xff9ef7f4,task_DSITask
0xff9968e8,task_DvlpSeqTask
0xff9300f8,task_EFChargeT
0xff9660e4,task_EfDrvTsk
0xff868664,task_EnterDPOFAllOrdersTask
0xffae2a4c,task_EntiCtrl
0xffae50d0,task_EvntExec
0xff92413c,task_ExpDrv
0xff92413c,task_ExpDrvTask
0xff9e9044,task_FaceFrame
0xff82a2f0,task_Feather
0xff8b4f4c,task_Fencing
0xff849f7c,task_FileManMarkAllTask
0xff8719ac,task_FileScheduleTask
0xff87327c,task_FileWrite
0xff87327c,task_FileWriteTask
0xff973c98,task_FilYuvMaker
0xff99902c,task_FlushWriteCacheTask
0xffafc634,task_FocusEvent
0xff8399b4,task_FolderCreateCheckTask
0xff832f8c,task_FORMAT_TASK_NAME
0xff832f10,task_FORMAT_TASK_PROGRESS
0xff95629c,task_FramePosition
0xff87bbe8,task_FsIoNotifyTask
0xff832298,task_FWDDATA
0xff8eb3cc,task_ImageSensorTask
0xff968354,task_ImgEdtTsk
0xff961d7c,task_ImgPlayDrv
0xff9d32ac,task_InitFileModules
0xff82f658,task_LEDCon
0xffaee924,task_LensController
0xff81be54,task_LowConsole
0xffaf99b4,task_MechaShutter
0xff842560,task_MetaCtg
0xff847840,task_MetaCtgPrsTask
0xff99a2b4,task_MovieCtrlTask
0xff983588,task_MoviePlay
0xff984e84,task_MovieRecord
0xffafa878,task_NdActuator
0xff9483c8,task_OBCtrlTask
0xff827f10,task_PhySw
0xffacc7f4,task_PreLoadTask
0xff99f4d8,task_PT_BatTestTask
0xffabf968,task_PTPSessionTASK
0xffadfad8,task_RAPI_Task
0xffadb2e4,task_RapiRevr
0xff8750c8,task_ReadAsyncTask
0xff96c5c0,task_RedEyeCapt
0xff96a690,task_RedEyePly
0xffae573c,task_ReqRecev
0xff88c7a8,task_SD1stInit
0xffae338c,task_SesnDaem
0xffae4248,task_SesnMngr
0xff9917f4,task_ShootSeqTask
0xff98e720,task_ShutdownRecTask
0xffb3909c,task_SoundPlay
0xffb38114,task_SoundRecord
0xff8edd1c,task_SsgMainTask
0xff8ee04c,task_SsgPeriodTask
0xff991d80,task_SsStartupTask
0xffb3b324,task_Startup
0xff9cf15c,task_StartupImage
0xff8c42ac,task_SynchTask
0xff8c41ec,task_SyncPeriod
0xff82de50,task_TempCheck
0xff8f5284,task_TgTask
0xffab2f8c,task_TimerUtility
0xffac53dc,task_TrnsCtrlTask
0xff82020c,task_UartLog
0xff81fcfc,task_UartSio
0xffb36728,task_WavRead
0xffb3744c,task_WavWrite
0xff9364d0,task_WBCtrl
0xff8cbea4,task_WBIntegTask
0xffaf6bd0,task_ZoomEvent
0xffb5d81c,taskCreateHookAdd
0xffb5d758,taskDeleteHookAdd
0xffb67ea0,taskLock
0xffb676dc,taskName
0xffb67ac0,taskResume
0xffb678ec,taskSuspend
0xffb67f48,taskUnlock
0xffb09810,TerminateAdjustmentSystem_FW
0xffae7e5c,TerminateDCPClassFunctions_FW
0xffb1c100,TerminateDigicon_FW
0xffa4b764,TerminateDpofUI_FW
0xffb1f458,TerminateSoundRec_FW
0xffb1bc84,TerminateTestRec_FW
0xffb54544,time
0xffb4f068,tolower
0xffb4f078,toupper
0xff9b35a8,TransferBitmapToDialog_FW
0xff9b3538,TransferRectangleToDialog_FW
0xff821a38,TryPostMessageQueue
0xff82166c,TryReceiveMessageQueue
0xff822128,TryTakeSemaphore
0xff82eae4,TurnOff_LoadTest_DebugMode_FW
0xffb0560c,TurnOffAFLampEvent_FW
0xff9f5338,TurnOffBackLight
0xff959068,TurnOffDisplay
0xffafadf4,TurnOffNdFilterEvent_FW
0xff830e1c,TurnOffVideoOutMode_FW
0xff82ead0,TurnOn_LoadTest_DebugMode_FW
0xffb055f4,TurnOnAFLampEvent_FW
0xff9f5308,TurnOnBackLight
0xff959058,TurnOnDisplay
0xffafadc4,TurnOnNdFilterEvent_FW
0xff830dcc,TurnOnVideoOutMode_FW
0xff9ce3e8,UI_RegistDebugEventProc_FW
0xff9cddd8,UI_ShowStateOfRecMode_FW
0xff9f5b3c,UiComIF_SendEventToUI_FW
0xff9a63a4,UiEvnt_ShowBitMaps_FW
0xff9a6404,UiEvnt_StartDisguiseCradleStatus_FW
0xff9a6418,UiEvnt_StopDisguiseCradleStatus_FW
0xff9ce048,UIFS_Capture_FW
0xff9ce058,UIFS_CaptureNoneStop_FW
0xff9cdee4,UIFS_ClosePopupStrobe_FW
0xff9cdf18,UIFS_MountExtFlash_FW
0xff9cdeb0,UIFS_OpenPopupStrobe_FW
0xff9cdfb0,UIFS_RestartPostingUIEvent_FW
0xff9cdff8,UIFS_SetCaptureModeToM_FW
0xff9ce034,UIFS_SetCaptureModeToMacro_FW
0xff9cdfbc,UIFS_SetCaptureModeToP_FW
0xff9ce07c,UIFS_SetCradleSetting_FW
0xff9cde30,UIFS_SetDialMovieRec_FW
0xff9cde70,UIFS_SetDialPlay_FW
0xff9cddf0,UIFS_SetDialStillRec_FW
0xff9ce064,UIFS_StartMovieRecord_FW
0xff9ce070,UIFS_StopMovieRecord_FW
0xff9cdfa4,UIFS_StopPostingUIEvent_FW
0xff9cdf4c,UIFS_UnmountExtFlash_FW
0xff99f778,UiMemory_Show_FW
0xff9b323c,UndisplayDialogBox_FW
0xff98f588,UndisplayEVF_FW
0xffb05754,UndisplayFactoryMode_FW
0xffb3b610,UnLoadScript_FW
0xff98f0bc,UnlockAE
0xff98f0bc,UnlockAE_FW
0xff98ee7c,UnlockAF
0xff98ee7c,UnlockAF_FW
0xff9a88ac,UnlockMainPower
0xff9a88ac,UnlockMainPower_FW
0xff9b399c,UnlockRefreshDialog_FW
0xff87a950,Unmount_FileSystem
0xffb11ec8,UnregistColorMatrix_FW
0xff821028,UnregisterInterruptHandler
0xff98f094,UpdateEVF_FW
0xff87aaa4,UpdateMBROnFlash
0xffb55160,utime
0xff82e420,VbattGet
0xff82e420,VbattGet_FW
0xffb45aa8,VerifyByte_FW
0xff8ec5a8,VirtualHeadError_FW
0xff8f81c4,VirtualImageTimeOut_FW
0xffb56924,vsprintf
0xff81ac80,Wait_FW
0xff820cd0,WaitForAllEventFlag
0xff820cc0,WaitForAnyEventFlag
0xff820b1c,WaitForEventFlag
0xff98f36c,WBModeChanged_FW
0xff8e98a0,WithdrawalImagerForEmergency_FW
0xff811ab0,wrapped_malloc
0xff87b624,Write
0xff87b624,write
0xff87b624,Write_FW
0xffb07e9c,WRITEADJTABLETOFROM_FW
0xff88a8a4,WriteSDCard,(stubs_entry_2.s)
0xff823bd8,WriteToRom_FW
0xff9e7004,ZoomCon_ShowState_FW
