0xff04978c,_avsChk_FW
0xff1b134c,GetZoomLensCurrentPosition_FW
0xff3555c4,GetZoomLensDriveAmpereDac_FW
0xff1b1fe0,GetZoomLensMechaEdgePosition_FW
0xff3de404,GetZoomLensResetPlus_FW
0xff1b185c,GetZoomLensTelePoint_FW
0xff3dee20,GetZoomNormalDriveParam_FW
0xff1aef64,GetZoomPiSensorLevel_FW
0xff3dedcc,GetZoomResetDriveParam_FW
0xff1b2f44,GetZoomResetSensorLevel_FW
0xff1b185c,GetZoomTelePoint_FW
0x0068aa60,GiveSemaphore
0x0068aa60,GiveSemaphore_FW
0xff141944,GPS_CHANGE_BAUDRATE_FW
0xff04b89c,GPS_COLD_START_FW
0xff141d00,GPS_DUMP_CANCEL_FW
0xff04b990,GPS_ERASE_LOG_DATA_FW
0xff04b6f0,GPS_HIBERNATE_FW
0xff04b6e0,GPS_HOT_START_FW
0xff14149c,GPS_REDIRECT_MON_FW
0xff1418a8,GPS_SEND_COMMAND_FW
0xff140c10,GPS_SEND_FILE_FW
0xff04b724,GPS_START_FOR_ADJ_FW
0xff04b6e0,GPS_START_FW
0xff04b830,GPS_STOP_FOR_ADJ_FW
0xff04b6f0,GPS_STOP_FW
0xff141c50,GPS_TIMER_HIGH_FW
0xff141c68,GPS_TIMER_LOW_FW
0xff141910,GPS_TRY_FOR_ADJ_FW
0xff0a1064,GUISrv_StartGUISystem
0xff0a1064,GUISrv_StartGUISystem_FW
0xff0274b4,HardwareDefect_FW
0xff027460,HardwareDefectWithRestart_FW
0xff04c290,HdmiHpd5VOutput_FW
0xff2d49c0,HdmiRegDump_FW
0xff142f48,HdmiViewParameter_FW
0xff2d48bc,HecHdmiCecPhysicalCheckForScript_FW
0xff3e7d04,HitISLensAgainstBottomEdge_FW
0xff3e7cf0,HitISLensAgainstLeftEdge_FW
0xff3e7cdc,HitISLensAgainstRightEdge_FW
0xff3e7d18,HitISLensAgainstTopEdge_FW
0xff3e8150,HitISMechaEdgeInOpenControl_FW
0xff17ed14,InactivateAdjLog_FW
0xff1bbca8,InitializeAdjustmentFunction_FW
0xff1bbc38,InitializeAdjustmentSystem_FW
0xff05a8c8,Initializedccd_FW
0xff3e6288,InitializeDefectAdjustment_FW
0xff3b3d74,InitializeDefectRec_FW
0xff05a8c8,InitializeDigicon_FW
0xff30f0f8,InitializeFAExtendFile_FW
0xff30f0dc,InitializeFAGeneralTest_FW
0xff3e65a0,InitializeMechaDevice_FW
0xff30ef9c,InitializeSoundRec_FW
0xff059d30,InitializeTestRec_FW
0xff3dc264,IsAdjCdsMode_FW
0xff355654,ISAutoCenter_FW
0xff052538,IsBatteryTemperature_FW
0xff052504,IsCCDTemperature_FW
0xff355690,ISChangeOPENtoCLOSE_FW
0xff087cb4,IsControlEventActive_FW
0xff355bc4,ISControlStart_FW
0xff355bd4,ISControlStop_FW
0xff020cf8,IsDUIDFixFlag_FW
0xff3e3078,IsEVFDrive_FW
0xff3e33e4,IsEvfDriveMode_FW
0xff3e23a4,IsExStrobeChargeComp_FW
0xff020c90,IsFactoryMode_FW
0xff356550,ISFixedPWMOFF_FW
0xff35653c,ISFixedPWMON_FW
0xff1ab7ac,IsFocusLensOutSidePosition_FW
0xff01f5a0,IsHvSensorExist_FW
0xff068380,ISInitMotion_FW
0xff066398,IsLensOutside_FW
0xff17ed40,IsLogOutType_FW
0xff355da4,ISMDStart_FW
0xff355db4,ISMDStop_FW
0xff35567c,ISMoveToMechaEdgeOPEN_FW
0xff020d40,IsNormalCameraMode_FW
0xff1590f0,IsOKFaceAuthBinFile_FW
0xff0524d0,IsOpticalTemperature_FW
0xff355be4,ISPanModeStart_FW
0xff355bf4,ISPanModeStop_FW
0xff1c2e38,IsRomLogAvailable_FW
0xff0de27c,IsStrobeChargeCompleted
0xff344198,IsZoomActuatorResetSensorPlusSide_FW
0xff1b1c20,IsZoomLensOutSidePosition_FW
0xff1b97f8,j_BeepDrive_FW
0xff1b97fc,j_BeepDriveComp_FW
0xff3dcb08,j_CancelImageDrive_FW
0xff3e8454,j_CancelLoopGainCalc_FW
0xff3e8160,j_ChangeToISCloseControl_FW
0xff30e448,j_CheckAvs_FW
0xff3e8130,j_ClearISCalcZData_FW
0xff3de85c,j_ClearZoomDriveParam_FW
0xff021d5c,j_Close_FW
0xff111f34,j_E2LatOn_FW
0xff2ad8c0,j_EF.IsChargeFull_FW
0xff1b9d9c,j_exec_FW
0xff1f42a4,j_ExecuteShutDownPropertyService_FW
0xff0223f4,j_ExMem.AllocCacheable_FW
0xff0223ec,j_ExMem.AllocUncacheable_FW
0xff0223f8,j_ExMem.FreeCacheable_FW
0xff0223f0,j_ExMem.FreeUncacheable_FW
0xff0223e8,j_ExMem.View_FW
0xff1b97f4,j_GetAdChValue_FW
0xff1b97f0,j_GetAdVBattBottom_FW
0xff17d238,j_GetAEIntegWinData_FW
0xff3e23b8,j_GetAutoPopupStrobeCurrentStatus_FW
0xff3e23b4,j_GetAutoPopupStrobePiSectionTime_FW
0xff1b98d4,j_GetBatteryCoverClose_FW
0xff052590,j_GetBatteryTemperature_FW
0xff30e5e0,j_GetCameraInformationData_FW
0xff05258c,j_GetCCDTemperature_FW
0xff3dceec,j_GetCurrentAvValue_FW
0xff3dc13c,j_GetCurrentDriveBaseSvValue_FW
0xff3dcc30,j_GetCurrentExposureTime_FW
0xff3df37c,j_GetCurrentFocusLensPosition_FW
0xff3df37c,j_GetCurrentFocusPosition_FW
0xff3dcfd0,j_GetCurrentIrisPosition_FW
0xff3dcc38,j_GetCurrentShutterSpeed_FW
0xff3df324,j_GetCurrentTargetDistance_FW
0xff3de5dc,j_GetCurrentZoomLensPoint_FW
0xff3de5d8,j_GetCurrentZoomLensPosition_FW
0xff3de5dc,j_GetCurrentZoomPoint_FW
0xff3de5d8,j_GetCurrentZoomPosition_FW
0xff3e4cb4,j_GetDCPAdjOffset_FW
0xff1b98cc,j_GetDialEventId_FW
0xff3e85dc,j_GetDISModeParameter_FW
0xff1b98dc,j_GetDriverInfoEvent_FW
0xff35658c,j_GetFixedPWMOutA_FW
0xff356590,j_GetFixedPWMOutB_FW
0xff3df31c,j_GetFocusDefaultResetPosition_FW
0xff3548e4,j_GetFocusLensCurrentPosition_FW
0xff3549c8,j_GetFocusLensDriveVoltage_FW
0xff354a40,j_GetFocusLensHoldVoltage_FW
0xff354ab0,j_GetFocusLensPullInMaxSpeed_FW
0xff3548ec,j_GetFocusLensResetDefaultPosition_FW
0xff3548e8,j_GetFocusLensResetPosition_FW
0xff354a7c,j_GetFocusLensResetVoltage_FW
0xff354a04,j_GetFocusLensSettingWaitVoltage_FW
0xff355040,j_GetFocusPiSensorLevel_FW
0xff3df320,j_GetFocusResetPosition_FW
0xff354f74,j_GetFocusStartZoomPosition_FW
0xff355a90,j_GetGyro10BitDACPitch_FW
0xff355a94,j_GetGyro10BitDACYaw_FW
0xff355a60,j_GetGyroDataPitch_FW
0xff355a64,j_GetGyroDataYaw_FW
0xff355ac0,j_GetGyroHPFINOffsetPitch_FW
0xff355ac4,j_GetGyroHPFINOffsetYaw_FW
0xff355ac8,j_GetGyroHPFINPitch_FW
0xff355acc,j_GetGyroHPFINYaw_FW
0xff354cc4,j_GetIrisAv_FW
0xff354cc8,j_GetIrisCurrentPosition_FW
0xff354da8,j_GetIrisDriveVoltage_FW
0xff354dc0,j_GetIrisDriveVoltageLow_FW
0xff354df0,j_GetIrisHoldVoltage_FW
0xff354dd8,j_GetIrisSettingWaitVoltage_FW
0xff354da4,j_GetIrisSpecClosePosition_FW
0xff354da0,j_GetIrisSpecOpenPosition_FW
0xff3e8314,j_GetISGyro10BitDACPitch_FW
0xff3e831c,j_GetISGyro10BitDACYaw_FW
0xff3e82f4,j_GetISGyroDataPitch_FW
0xff3e82fc,j_GetISGyroDataYaw_FW
0xff3e8324,j_GetISGyroHPFINOffsetPitch_FW
0xff3e832c,j_GetISGyroHPFINOffsetYaw_FW
0xff3e8304,j_GetISGyroHPFINPitch_FW
0xff3e830c,j_GetISGyroHPFINYaw_FW
0xff3e7e48,j_GetISGyroPitchGain_FW
0xff3e7e44,j_GetISGyroYawGain_FW
0xff3e7d98,j_GetISHallDevicePitchGain_FW
0xff3e7d94,j_GetISHallDeviceYawGain_FW
0xff3e80c8,j_GetISLensCorrectedEViAaxis_FW
0xff3e80cc,j_GetISLensCorrectedEViBaxis_FW
0xff3e80d0,j_GetISLensDampAaxis_FW
0xff3e80d4,j_GetISLensDampBaxis_FW
0xff3e80c0,j_GetISLensEViAaxis_FW
0xff3e80c4,j_GetISLensEViBaxis_FW
0xff3e7eac,j_GetISPitchPWM_FW
0xff3e80b8,j_GetISShiftLensPitchPosition_FW
0xff3e80bc,j_GetISShiftLensYawPosition_FW
0xff3e7ea8,j_GetISYawPWM_FW
0xff1b98d0,j_GetLcdPosition_FW
0xff354f70,j_GetLensErrorStatus_FW
0xff355294,j_GetMechaShutterMoveTime_FW
0xff355290,j_GetMechaShutterStatus_FW
0xff3e3ec8,j_GetMovieJpegVRAMHPixelsSize_FW
0xff3e3ecc,j_GetMovieJpegVRAMVPixelsSize_FW
0xff052588,j_GetOpticalTemperature_FW
0xff1b98b4,j_GetSDDetect_FW
0xff1b98b8,j_GetSDProtect_FW
0xff343338,j_GetStrobePopUpActuatorCurrentState_FW
0xff1b98a0,j_GetSwitchStatus_FW
0xff3e4bec,j_GetVBatVoltage_FW
0xff3e3614,j_GetVRAMHPixelsSize_FW
0xff3e3618,j_GetVRAMVPixelsSize_FW
0xff3449a0,j_GetZoomActuatorCurrentPosition_FW
0xff3de788,j_GetZoomDrivingTime_FW
0xff355634,j_GetZoomLensCurrentPoint_FW
0xff355638,j_GetZoomLensCurrentPosition_FW
0xff355640,j_GetZoomLensMechaEdgePosition_FW
0xff35563c,j_GetZoomLensTelePoint_FW
0xff355064,j_GetZoomPiSensorLevel_FW
0xff3de74c,j_GetZoomResetSensorLevel_FW
0xff3de748,j_GetZoomTelePoint_FW
0xff2a3eb8,j_InitializeDefectRec_FW
0xff05259c,j_IsBatteryTemperature_FW
0xff052598,j_IsCCDTemperature_FW
0xff3df8f4,j_IsFocusLensOutSidePosition_FW
0xff1b98d8,j_IsHvSensorExist_FW
0xff354f6c,j_IsLensOutside_FW
0xff052594,j_IsOpticalTemperature_FW
0xff3449a4,j_IsZoomActuatorResetSensorPlusSide_FW
0xff3dea54,j_IsZoomLensOutSidePosition_FW
0xff2c3664,j_LiveImageTool.GetDzoomPosition_FW
0xff1b9d10,j_MemoryChecker_FW
0xff1b9d0c,j_MonSelEvent_FW
0xff3e80b4,j_MoveISLensToCentralPosition_FW
0xff0223e4,j_NewTaskShell_FW
0xff021d58,j_Open_FW
0xff07d9b4,j_OpLog.WriteToROM_FW
0xff1b9d84,j_Peek16_FW
0xff1b9d80,j_Peek32_FW
0xff1b9d88,j_Peek8_FW
0xff1b9d08,j_Printf_FW
0xff06a1c8,j_PT_GetDigitalZoomPosition_FW
0xff088380,j_PTM_AllReset_FW
0xff088838,j_PTM_BackupUIProperty_FW
0xff088788,j_PTM_GetWorkingCaptureMode_FW
0xff08881c,j_PTM_IsEnableItem_FW
0xff088804,j_PTM_NextItem_FW
0xff088808,j_PTM_PrevItem_FW
0xff08878c,j_PTM_SetCurrentItem_FW
0xff088820,j_PTM_SetProprietyEnable_FW
0xff022364,j_PutsCameraLogEvent_FW
0xff021e5c,j_Read_FW
0xff3e1d00,j_ReloadAFAdjustment_FW
0xff3dc04c,j_ReloadCdsAdjustment_FW
0xff3e23bc,j_ReloadEfAdjustment_FW
0xff3df318,j_ReloadFocusLensAdjustment_FW
0xff3dcee8,j_ReloadGetaAdjustment_FW
0xff3ddf7c,j_ReloadWBAdjustment_FW
0xff3de694,j_ReloadZoomAdjustment_FW
0xff1b9d28,j_SDump_FW
0xff3e80b0,j_SearchBCentralPosition_FW
0xff3e80b0,j_SearchISLensCentralPosition_FW
0xff3df92c,j_SetFocusResetState_FW
0xff1b9800,j_SetStereoSeparation_FW
0xff3dea60,j_SetZoomResetState_FW
0xff022358,j_ShowCameraLog_FW
0xff02235c,j_ShowCameraLogInfo_FW
0xff3e7d90,j_StartBDrive_FW
0xff3e80a8,j_StartBPanDrive_FW
0xff022354,j_StartCameraLog_FW
0xff3e80a0,j_StartISAdjustmentDrive_FW
0xff3e7d90,j_StartISDrive_FW
0xff355678,j_StartISLocalAutoCenter_FW
0xff355674,j_StartISLocalHallAdjust_FW
0xff3e80a8,j_StartISPanDrive_FW
0xff3e7d8c,j_StopBDrive_FW
0xff3e80ac,j_StopBPanDrive_FW
0xff022360,j_StopCameraLog_FW
0xff3e361c,j_StopContinuousVRAMData_FW
0xff3e80a4,j_StopISAdjustmentDrive_FW
0xff3e7d8c,j_StopISDrive_FW
0xff3e80ac,j_StopISPanDrive_FW
0xff00ba98,j_strcmp_FW
0xff2a3ebc,j_TerminateDefectRec_FW
0xff1bafe8,j_UIFS_CancelStoreLensTimer_FW
0xff1bab14,j_UIFS_Capture_FW
0xff1bab18,j_UIFS_CaptureNoneStop_FW
0xff1bafd8,j_UIFS_GetNumberOfDisplayedImage_FW
0xff1baae0,j_UIFS_GetNumOfOptZoomPos_FW
0xff1bafd4,j_UIFS_IsAvailableShots_FW
0xff1baadc,j_UIFS_MoveZoomTo_FW
0xff1bafdc,j_UIFS_PlayTrimExecuteAllImageSize_FW
0xff1bab1c,j_UIFS_StartMovieRecord_FW
0xff1bab20,j_UIFS_StopMovieRecord_FW
0xff1bab48,j_UIFS_WriteFirmInfoToFile_FW
0xff1b9808,j_VbattGet_FW
0xff1b9d14,j_VerifyByte_FW
0xff021e60,j_Write_FW
0xff356358,JumpToProgFirst_FW
0xff01f5fc,kbd_p1_f
0xff01f608,kbd_p1_f_cont
0xff01edf0,kbd_p2_f
0xff01f5ac,kbd_read_keys
0xff04d560,kbd_read_keys_r2
0xff13d86c,LcdCon_GetLcdAdjParameter_FW
0xff13d524,LcdCon_GetLcdBackLightParameter_FW
0xff13da78,LcdCon_GetLcdParameter_FW
0xff13d8f4,LcdCon_SaveLcdAdjParameter_FW
0xff13d5a8,LcdCon_SaveLcdBackLightParameter_FW
0xff13db00,LcdCon_SaveLcdParameter_FW
0xff13d7cc,LcdCon_SetLcdAdjParameter_FW
0xff13d4a4,LcdCon_SetLcdBackLightBrightness_FW
0xff13d4d0,LcdCon_SetLcdBackLightParameter_FW
0xff13d77c,LcdCon_SetLcdDriver_FW
0xff13d910,LcdCon_SetLcdParameter_FW
0xff13d8b4,LcdCon_ShowLcdAdjParameter_FW
0xff13d568,LcdCon_ShowLcdBackLightParameter_FW
0xff13dac0,LcdCon_ShowLcdParameter_FW
0xff13dc38,LcdCon_StartLcdPeriodicalSetting_FW
0xff13dc6c,LcdCon_StopLcdPeriodicalSetting_FW
0xff38dfa4,LCDMsg_ChangeColor_FW
0xff38dde8,LCDMsg_Create_FW
0xff38dadc,LCDMsg_Delete_FW
0xff38da9c,LCDMsg_Move_FW
0xff38decc,LCDMsg_SetNum_FW
0xff38dedc,LCDMsg_SetStr_FW
0xff38de7c,LCDMsg_SwDisp_FW
0xff04d06c,LEDDrive,(stubs_entry_2.s)
0xff1b980c,LEDDrive_FW
0xff2c35f4,LiveImageTool.ChangeDzoom_FW
0xff2c367c,LiveImageTool.Dister_FW
0xff2c3560,LiveImageTool.DzoomTele_FW
0xff2c3580,LiveImageTool.DzoomWide_FW
0xff03f44c,LiveImageTool.GetDzoomPosition_FW
0xff2c3668,LiveImageTool.Jump_FW
0xff2c35d4,LiveImageTool.Pause_FW
0xff2c35e4,LiveImageTool.Resume_FW
0xff2c33d8,LiveImageTool.StartEVF_FW
0xff2c33e4,LiveImageTool.StartEVFFocusJet_FW
0xff2c33f0,LiveImageTool.StartEVFMF_FW
0xff2c353c,LiveImageTool.StartEVFMovFULLHD_FW
0xff2c3528,LiveImageTool.StartEVFMovHD_FW
0xff2c34ec,LiveImageTool.StartEVFMovQVGA_FW
0xff2c3514,LiveImageTool.StartEVFMovQVGA_HS_FW
0xff2c34d8,LiveImageTool.StartEVFMovVGA_FW
0xff2c3500,LiveImageTool.StartEVFMovVGA_HS_FW
0xff2c35c4,LiveImageTool.StopDzoom_FW
0xff2c3550,LiveImageTool.StopEVF_FW
0xff054f60,LoadAdjustmentTable_FW
0xff0553c0,LoadAdjustmentValue_FW
0xff30e554,LoadAvsAdjData_FW
0xff17e1f4,LoadDataFromAdjTableBin_FW
0xff054f98,LoadDefectAdjTable_FW
0xff17e450,LoadFactoryIDData_FW
0xff3e4980,LoadFactoryNumber_FW
0xff17e0f4,LoadParamDataFromAdjTableBin_FW
0xff07a130,LoadScript_FW
0xff3e4b00,LoadSerialNumber_FW
0x0068f2f4,LocalTime
0xff2d49b0,LockHdmiState_FW
0xff087fe8,LockMainPower
0xff087fe8,LockMainPower_FW
0xff34338c,LockStrobePopUpActuatorVoltageToMax_FW
0xff07d2ec,LogCameraEvent
0xff021ecc,Lseek
0xff021ecc,lseek
0xff021ecc,Lseek_FW
0xff358860,MakeBootDisk_FW
0xff358874,MakeScriptDisk_FW
0xff060bbc,MakeSDCardBootable
0xff002f2c,malloc
0xff1b95d0,Mecha.Create_FW
0xff3565e8,MechaCPUMemoryDump_FW
0xff356604,MechaCPUMemoryWrite_FW
0xff1b9644,MechaReset_FW
0xff1b9650,MechaTerminate_FW
0xff1b9574,MechaUnRegisterEventProcedure_FW
0xff00b99c,memcmp
0xff00b99c,memcmp_FW
0xff028900,memcpy
0xff028900,memcpy_FW
0xff357e88,MemoryChecker_FW
0xff281e84,memset
0xff281e84,memset_FW
0xff000dfc,memShow_FW
0xff2a3460,MergeAndConvertDefect_FW
0xff02214c,mkdir
0xff0a2d4c,mktime_ext
0xff3583e8,MonSelEvent_FW
0xff3debb4,MoveComputerZoomToPoint_FW
0xff08536c,MoveControllerToTopOfZOrder_FW
0xff1a9f4c,MoveCzPeakPositon_FW
0xff353b9c,MoveCZToPoint_FW
0xff353c34,MoveCZToPointByOVF_FW
0xff353c04,MoveCZToTele_FW
0xff353bd4,MoveCZToWide_FW
0xff400e28,MoveDCMotorCCW_FW
0xff400d98,MoveDCMotorCW_FW
0xff3542b0,MoveFocusActuator_FW
0xff3df6bc,MoveFocusDistance_FW
0xff3df6bc,MoveFocusLensToDistance
0xff3df6bc,MoveFocusLensToDistance_FW
0xff3df5a8,MoveFocusLensToPosition_FW
0xff3df490,MoveFocusLensToPositionWithMaxSpeed_FW
0xff3df4d4,MoveFocusLensToPositionWithSpeed_FW
0xff353e6c,MoveFocusLensToTerminate_FW
0xff3df3ac,MoveFocusLensToTerminatePosition_FW
0xff353ec8,MoveFocusLensWithDistance_FW
0xff353fd0,MoveFocusLensWithPosition_FW
0xff3540e8,MoveFocusLensWithPositionImmediateReturn_FW
0xff3541a4,MoveFocusLensWithPositionWithoutBacklash_FW
0xff3df5f4,MoveFocusPosition_FW
0xff3df3ac,MoveFocusToTerminate_FW
0xff3dd010,MoveIrisFullClose_FW
0xff3dcfdc,MoveIrisFullOpen_FW
0xff3dd0b4,MoveIrisMechaPositionWithBacklash_FW
0xff3dd0f0,MoveIrisMechaPositionWithoutBacklash_FW
0xff3dce3c,MoveIrisToAv_FW
0xff3dd12c,MoveIrisToAvWithoutBacklash_FW
0xff354c9c,MoveIrisToFullClose_FW
0xff354c74,MoveIrisToFullOpen_FW
0xff354c20,MoveIrisToPositionWithBacklash_FW
0xff354cf8,MoveIrisToPositionWithoutBacklash_FW
0xff354b98,MoveIrisToStandbyPosition_FW
0xff354c4c,MoveIrisToTerminatePosition_FW
0xff354bc0,MoveIrisWithAv
0xff354bc0,MoveIrisWithAv_FW
0xff354e28,MoveIrisWithAvAndAvSpeed_FW
0xff354e5c,MoveIrisWithAvAndAvSpeedWithoutBacklash_FW
0xff354bec,MoveIrisWithAvAndSpeed_FW
0xff354d24,MoveIrisWithAvAndSpeedWithoutBacklash_FW
0xff354ccc,MoveIrisWithAvWithoutBacklash_FW
0xff3dd080,MoveIrisWithTerminatePosition_FW
0xff3e7d64,MoveISLensToBottomLimitPosition_FW
0xff068d1c,MoveISLensToCentralPosition_FW
0xff3e7d50,MoveISLensToLeftLimitPosition_FW
0xff3e7d3c,MoveISLensToRightLimitPosition_FW
0xff3e7d78,MoveISLensToTopLimitPosition_FW
0xff354eec,MoveLensToFirstPoint_FW
0xff354f34,MoveLensToTerminatePoint_FW
0xff34328c,MoveStrobePopUpActuator_FW
0xff3432d0,MoveStrobePopUpActuatorWithTime_FW
0xff1b0ad0,MoveStrobePopUpWithDirection_FW
0xff1b0a9c,MoveStrobePopUpWithState_FW
0xff344938,MoveZoomActuator_FW
0xff35550c,MoveZoomLensToMechaEdge_FW
0xff3df0f8,MoveZoomLensToMechaEnd_FW
0xff3deb78,MoveZoomLensToPoint_FW
0xff3deb3c,MoveZoomLensToPosition_FW
0xff3df188,MoveZoomLensToPositionByManual_FW
0xff3554cc,MoveZoomLensToTerminatePosition_FW
0xff3553fc,MoveZoomLensWithPoint
0xff3553fc,MoveZoomLensWithPoint_FW
0xff355440,MoveZoomLensWithPointImmediateReturn_FW
0xff355488,MoveZoomLensWithPosition_FW
0xff3deb78,MoveZoomPoint_FW
0xff3deb3c,MoveZoomPosition_FW
0xff0e0190,MovieAF.Resume_FW
0xff0e017c,MovieAF.Suspend_FW
0xff07fe4c,NewTaskShell
0xff07feac,NewTaskShell_FW
0xff3e8808,NotifyISMacroDistance_FW
0xff28a104,NR_GetDarkSubType
0xff28a03c,NR_SetDarkSubType
0xff1c0814,NR_SetDoubleNRType_FW
0xff1c080c,NR_SetLotasPonyType_FW
0xff28a104,NRTBL.GetDarkSubType_FW
0xff28a164,NRTBL.GetDefectCorrectType_FW
0xff28a03c,NRTBL.SetDarkSubType_FW
0xff28a0d8,NRTBL.SetDefectCorrectType_FW
0xff28a144,NRTBL.SetTassenType_FW
0xff1b9890,OffPrintPhySw_FW
0xff3dde4c,OneShotWhigeBalance_FW
0xff3dde4c,OneTypeWhiteBalance_FW
0xff1b9880,OnPrintPhySw_FW
0xff021be8,Open
0xff005b48,open
0xff021be8,Open_FW
0xff00ac40,OpenConsole_FW
0xff32fdc4,OpenFastDir
0xff021eec,OpenForScrip_FW
0xff355180,OpenMechaShutter_FW
0xff3dd2fc,OpenMShutter_FW
0xff022368,OpLog.Create_FW
0xff07e3c8,OpLog.Get_FW
0xff07e3e8,OpLog.GetUsrSet_FW
0xff07e4a8,OpLog.Play_FW
0xff07d9e8,OpLog.ReadFromROM_FW
0xff07da50,OpLog.ReadFromSD_FW
0xff07e6c0,OpLog.Start_FW
0xff07d958,OpLog.Stop_FW
0xff07e7a0,OpLog.Terminate_FW
0xff07d984,OpLog.WriteToROM_FW
0xff07de80,OpLog.WriteToSD_FW
0xff17e8c4,OutputLogToFile_FW
0xff08b370,PB2Rec
0xff358334,Peek16_FW
0xff35832c,Peek32_FW
0xff35833c,Peek8_FW
0xff2a31f8,PointDefDetect_FW
0xff2a3894,PointKizuCheck_FW
0xff1b9d60,Poke16_FW
0xff1b9d50,Poke32_FW
0xff1b9d70,Poke8_FW
0xff1b0a64,PopDownStrobe_FW
0xff1b0a38,PopUpStrobe_FW
0xff085b98,PostEventShootSeqToUI_FW
0xff08598c,PostLogicalEventForNotPowerType
0xff08598c,PostLogicalEventForNotPowerType_FW
0xff0859d8,PostLogicalEventToUI
0xff0859d8,PostLogicalEventToUI_FW
0x0068bd30,PostMessageQueue
0x0068af18,PostMessageQueueStrictly
0xff3433cc,PowerOffStrobePopUpActuator_FW
0xff3433b8,PowerOnStrobePopUpActuator_FW
0xff3e2ac4,PreFixAE_FW
0xff0556d4,PrintAdjKabotanInfo_FW
0xff0553e4,PrintAdjTableMap_FW
0xff17c17c,PrintAllAEIntegData_FW
0xff07a124,Printf_FW
0xff17e634,PrintFaexeVersioin_FW
0xff17e600,PrintFirmVersion_FW
0xff3e1dd0,PrintMultiWinScanTable_FW
0xff3e1d3c,PrintScanTable_FW
0xff06a1cc,PT_ChangeZoomSpeed_FW
0xff069fbc,PT_CompleteCaptModeChange_FW
0xff069fcc,PT_CompleteCharge_FW
0xff069fd4,PT_CompleteFileWrite_FW
0xff069f84,PT_CompletePreCapt_FW
0xff069fa4,PT_CompleteStopDigZoom_FW
0xff069f9c,PT_CompleteStopZoom_FW
0xff069fac,PT_CompleteStoreLens_FW
0xff069fc4,PT_CompleteSynchroWrite_FW
0xff06a200,PT_DoAELock_FW
0xff06a1e0,PT_DoAFLock_FW
0xff069fe4,PT_EraseAllFile_FW
0xff023398,PT_GetDigitalZoomPosition_FW
0xff06a1b4,PT_GetDigitalZoomTele_FW
0xff06a0c8,PT_GetPropertyCaseInt_FW
0xff06a250,PT_MFOff_FW
0xff06a240,PT_MFOn_FW
0xff06a07c,PT_mod_FW
0xff06a1a0,PT_MoveDigitalZoomAt_FW
0xff06a180,PT_MoveDigitalZoomToTele_FW
0xff06a190,PT_MoveDigitalZoomToWide
0xff06a190,PT_MoveDigitalZoomToWide_FW
0xff06a168,PT_MoveOpticalZoomAt
0xff06a168,PT_MoveOpticalZoomAt_FW
0xff06a140,PT_MoveOpticalZoomToTele_FW
0xff06a154,PT_MoveOpticalZoomToWide_FW
0xff069fb4,PT_MovieRecordStopped_FW
0xff069f94,PT_NextShootAvailable_FW
0xff076e60,PT_PlaySound
0xff069f8c,PT_RecreviewAvailable_FW
0xff06a260,PT_SetLtKids_FW
0xff06a0a0,PT_SetPropertyCaseInt_FW
0xff069fdc,PT_ShootPicture_FW
0xff06a210,PT_UnlockAE_FW
0xff06a1f0,PT_UnlockAF_FW
0xff1f3200,PTM_AllReset_FW
0xff088370,PTM_AllResetToFactorySetting_FW
0xff1f3ebc,PTM_BackupUIProperty_FW
0xff088798,PTM_GetCurrentItem_FW
0xff1f3560,PTM_GetWorkingCaptureMode_FW
0xff1f3df0,PTM_IsEnableItem_FW
0xff1f3890,PTM_NextItem_FW
0xff1f3898,PTM_PrevItem_FW
0xff08883c,PTM_RestoreUIProperty_FW
0xff088640,PTM_SetCurrentCaptureMode_FW
0xff1f3578,PTM_SetCurrentItem_FW
0xff1f3ba8,PTM_SetProprietyEnable_FW
0xff3dd204,PutInNdFilter
0xff3dd204,PutInNdFilter_FW
0xff3dd23c,PutOutNdFilter
0xff3dd23c,PutOutNdFilter_FW
0xff07cfc4,PutsCameraLogEvent_FW
0xff281e24,qsort
0xff111d4c,QuietImager_FW
0xff28195c,rand
0xff005d9c,Read
0xff005d9c,read
0xff005d9c,Read_FW
0xff32ff18,ReadFastDir
0xff281f00,realloc
0xff335510,reboot_fw_update
0xff08b3b0,Rec2PB
0xff3550ac,ReceiveMechaCircuitDataAll_FW
0x0068bbe4,ReceiveMessageQueue
0x0068aeec,ReceiveMessageQueueStrictly
0xff0556bc,RefreshAdjustmentTableMirror_FW
0xff0556cc,RefreshDefectTableMirror_FW
0xff0a180c,RefreshPhysicalScreen
0xff3e25e8,RegistColorMatrix_FW
0xff07c2d8,RegisterEventProcedure
0x0068a7bc,RegisterInterruptHandler
0xff05b408,RegistFirmScanNoticeCBR_FW
0x0068c054,ReleaseRecursiveLock
0xff038334,ReloadAFAdjustment_FW
0xff11306c,ReloadCdsAdjustment_FW
0xff3e2524,ReloadColorAdjustment_FW
0xff3e6244,ReloadDefectAdjustmentData_FW
0xff2ab1a8,ReloadEfAdjustment_FW
0xff1ab8a8,ReloadFocusLensAdjustment_FW
0xff1ad774,ReloadGetaAdjustment_FW
0xff3dce88,ReloadIrisAdjustment_FW
0xff3e8488,ReloadISAdjustment_FW
0xff3dd1ec,ReloadNdFilterAdjustment_FW
0xff3e620c,ReloadShadingAdjustmentData_FW
0xff0d2700,ReloadWBAdjustment_FW
