0x003f67bc,RegisterInterruptHandler
0xff95617c,GetMechaShutterStatus_FW
0xff95630c,ReloadNdFilterAdjustment_FW
0xff95678c,GetCurrentZoomLensPosition_FW
0xff95678c,GetCurrentZoomPosition_FW
0xff95678c,GetZoomLensCurrentPosition_FW
0xff95683c,GetCurrentZoomLensPoint_FW
0xff95683c,GetCurrentZoomPoint_FW
0xff95683c,GetZoomLensCurrentPoint
0xff95683c,GetZoomLensCurrentPoint_FW
0xff956c9c,GetZoomLensTelePoint_FW
0xff956c9c,GetZoomTelePoint_FW
0xff957060,IsZoomLensOutSidePosition_FW
0xff957234,ReloadZoomAdjustment_FW
0xff957420,GetZoomLensMechaEdgePosition_FW
0xff957424,GetZoomDrivingTime_FW
0xff958434,GetZoomResetSensorLevel_FW
0xff958440,ClearZoomDriveParam_FW
0xff958560,SetZoomResetState_FW
0xff959760,task_TmgGen
0xff95b55c,task_MovieRecord
0xff95c044,MechaUnRegisterEventProcedure_FW
0xff95c09c,Mecha.Create_FW
0xff95c10c,MechaReset_FW
0xff95c118,MechaTerminate_FW
0xff95c124,ShowMechaMacro_FW
0xff95c220,DispDev_EnableEventProc_FW
0xff95c264,SetSDPwrPort_FW
0xff95c284,j_GetAdVBattBottom_FW
0xff95c288,j_GetAdChValue_FW
0xff95c28c,j_BeepDrive_FW
0xff95c290,j_BeepDriveComp_FW
0xff95c294,SetStereoSeparation_FW
0xff95c2a0,j_VbattGet_FW
0xff95c2a4,LEDDrive
0xff95c2a4,LEDDrive_FW
0xff95c2f8,ShowPhySwStatus_FW
0xff95c308,SetRawSWCheckMode_FW
0xff95c318,OnPrintPhySw_FW
0xff95c328,OffPrintPhySw_FW
0xff95c338,j_GetSwitchStatus_FW
0xff95c33c,ShowSDStatus_FW
0xff95c34c,j_GetSDDetect_FW
0xff95c350,j_GetSDProtect_FW
0xff95c354,SetIgnoreAVJACK_FW
0xff95c364,j_GetDialEventId_FW
0xff95c368,j_GetLcdPosition_FW
0xff95c36c,j_GetBatteryCoverClose_FW
0xff95c370,j_IsHvSensorExist_FW
0xff95c374,j_GetDriverInfoEvent_FW
0xff95c378,Driver.Create_FW
0xff95c378,Driver_EnableEventProc_FW
0xff95c6e8,GetDateAndTime_FW
0xff95c78c,j_Printf_FW
0xff95c790,j_MonSelEvent_FW
0xff95c794,j_MemoryChecker_FW
0xff95c798,j_VerifyByte_FW
0xff95c79c,EraseSignature_FW
0xff95c7ac,j_SDump_FW
0xff95c7b0,Dump_FW
0xff95c7c0,Dump32_FW
0xff95c7d4,Poke32_FW
0xff95c7e4,Poke16_FW
0xff95c7f4,Poke8_FW
0xff95c804,j_Peek32_FW
0xff95c808,j_Peek16_FW
0xff95c80c,j_Peek8_FW
0xff95c810,Wait_FW
0xff95c820,j_exec_FW
0xff95c824,ShowAllTaskInfo_FW
0xff95c834,System.Delete_FW
0xff95cf1c,System.Create_FW
0xff95d208,UIFS_IsAvailableMovieRecOptZoom_FW
0xff95d210,UIFS_IsAvailableMovieRecDigZoom_FW
0xff95d218,UIFS_IsAvailableServoAF_FW
0xff95d220,UIFS_IsAvailableRecMenuAFMode_FW
0xff95d228,UIFS_IsAutoPopupDownStrobe_FW
0xff95d230,UIFS_IsAvailableAvTvMode_FW
0xff95d3c0,UIFS_SetDialStillRec_FW
0xff95d3e0,UIFS_SetDialMovieRec_FW
0xff95d418,UIFS_SetDialPlay_FW
0xff95d438,UIFS_OpenPopupStrobe_FW
0xff95d468,UIFS_ClosePopupStrobe_FW
0xff95d498,UIFS_MountExtFlash_FW
0xff95d4c8,UIFS_UnmountExtFlash_FW
0xff95d4f8,UIFS_ConnectVideo_FW
0xff95d528,UIFS_DisconnectVideo_FW
0xff95d558,j_UIFS_MoveZoomTo_FW
0xff95d55c,j_UIFS_GetNumOfOptZoomPos_FW
0xff95d560,UIFS_StopPostingUIEvent_FW
0xff95d564,UIFS_RestartPostingUIEvent_FW
0xff95d568,UIFS_PostModeDial_FW
0xff95d590,j_UIFS_Capture_FW
0xff95d594,j_UIFS_CaptureNoneStop_FW
0xff95d598,j_UIFS_StartMovieRecord_FW
0xff95d59c,j_UIFS_StopMovieRecord_FW
0xff95d5a0,UIFS_StartClockMode_FW
0xff95d5a8,UIFS_EndClockMode_FW
0xff95d5b0,UIFS_SetCradleSetting_FW
0xff95d5b4,j_UIFS_WriteFirmInfoToFile_FW
0xff95d5b8,UIFS_GetMovieRecoadableNumber_FW
0xff95d600,UIFS_GetStillShotableNumber_FW
0xff95d680,UIFS_ChangeShootState_FW
0xff95d6a4,UIFS_ShootSeqToUI_FW
0xff95d6c8,UIFS_GetLastPath_FW
0xff95d700,UIFS_GetAvItemCount_FW
0xff95d770,UIFS_GetTvItemCount_FW
0xff95d8d0,UIFS_GetAvItem_FW
0xff95d908,UIFS_GetTvItem_FW
0xff95d940,UIFS_GetCurrentAvString_FW
0xff95d9c0,UIFS_GetCurrentTvString_FW
0xff95da44,j_UIFS_IsAvailableShots_FW
0xff95da48,j_UIFS_GetNumberOfDisplayedImage_FW
0xff95da4c,UIFS_PlayTrimExecuteAllImageSize_FW
0xff95da54,UIFS_WirelessExecuteSendForever_FW
0xff95da5c,j_UIFS_CancelStoreLensTimer_FW
0xff95da60,UI.CreatePublic_FW
0xff95e59c,UI_ShowStateOfRecMode_FW
0xff95e5b0,UI.Create_FW
0xff95e5b0,UI_RegistDebugEventProc_FW
0xff95e6a8,InitializeAdjustmentSystem_FW
0xff95e6e0,TerminateAdjustmentSystem_FW
0xff95e718,InitializeAdjustmentFunction_FW
0xff95e740,FA.Delete_FW
0xff95e754,FA.Create_FW
0xff95e778,DispDev.Create_FW
0xff95e8e4,SaveBmpVRAMData_FW
0xff95eca4,SavePaletteData
0xff95eca4,SavePaletteData_FW
0xff95eeb0,Capture.Create_FW
0xff95eef4,EngineDriver.Create_FW
0xff95ef3c,EngApp.CreatePub_FW
0xff960c64,task_ShutterSoundTask
0xff961bfc,task_DvlpSeqTask
0xff961f5c,NR_SetLotasPonyType_FW
0xff961f70,NR_SetDoubleNRType_FW
0xff963b88,GetLogToFile_FW
0xff963bb0,IsRomLogAvailable_FW
0xff963bc4,EraseLogSector_FW
0xff969e34,AdditionAgentRAM_FW
0xff977dd0,UIFS_WriteFirmInfoToFile
0xff977dd0,UIFS_WriteFirmInfoToFile_FW
0xff97b724,FmtMenu_ExecuteQuickFormat_FW
0xff984b24,PTM_AllReset_FW
0xff984e84,PTM_GetWorkingCaptureMode_FW
0xff984e9c,PTM_SetCurrentItem_FW
0xff9851b4,PTM_NextItem_FW
0xff9851bc,PTM_PrevItem_FW
0xff9854cc,PTM_SetProprietyEnable_FW
0xff985714,PTM_IsEnableItem_FW
0xff9857e0,PTM_BackupUIProperty_FW
0xff9857e0,SetParameterData
0xff985870,GetParameterData
0xff985b90,ExecuteResetFactoryWithRomWrite_FW
0xff985ba8,ExecuteResetFactory_FW
0xff985bc0,j_ExecuteShutDownPropertyService_FW
0xff98afd4,UIFS_Capture_FW
0xff98b0a8,UIFS_CaptureNoneStop_FW
0xff98bfac,UnsetZoomForMovie
0xff98c42c,UIFS_GetNumOfOptZoomPos_FW
0xff98c540,UIFS_MoveZoomTo_FW
0xff9b8a54,UIFS_GetNumberOfDisplayedImage_FW
0xff9d68f4,sscanf_FW
0xff9d6e1c,qsort
0xff9d6e7c,memset
0xff9d6e7c,memset_FW
0xff9d6ef8,realloc
0xff9d8bec,apex2us
0xff9df3d8,NR_SetDarkSubType
0xff9df3d8,NRTBL.SetDarkSubType_FW
0xff9df474,NRTBL.SetDefectCorrectType_FW
0xff9df4a0,NR_GetDarkSubType
0xff9df4a0,NRTBL.GetDarkSubType_FW
0xff9df4e0,NRTBL.SetTassenType_FW
0xff9df500,NRTBL.GetDefectCorrectType_FW
0xff9f8190,PointDefDetect_FW
0xff9f8430,MergeAndConvertDefect_FW
0xff9f87d0,MergeSensAndEightDefect_FW
0xff9f89f8,PointKizuCheck_FW
0xff9f8a54,SensDefCrowdCheck_FW
0xff9f8a88,ChangeGradeTable_FW
0xff9f8a9c,CrossDefDetect_FW
0xff9f8c48,ChangeCrossThresholdTable_FW
0xff9f8c5c,LineDefDetect_FW
0xff9f8d94,LineKizuCheck_FW
0xff9f8dcc,GetDefectCrawInfo_FW
0xff9f8e38,GetDefectTvAdj_FW
0xff9f8f50,SetDefectRecParam_FW
0xff9f9098,ChangeDefectRecParam_FW
0xff9f90a8,ExecuteDefectRec_FW
0xff9f90bc,ExecuteDefectRecAndSaveImage_FW
0xff9f9108,j_InitializeDefectRec_FW
0xff9f910c,j_TerminateDefectRec_FW
0xff9f9194,DevelopTool.DevelopTest_FW
0xffa0367c,ReloadEfAdjustment_FW
0xffa03e68,task_CntFlashTask
0xffa05b58,EF.StartEFCharge_FW
0xffa05ba4,EF.StopEFCharge_FW
0xffa05bb4,EF.SetEFChargeTimeOut_FW
0xffa05bc8,EF.StartInternalPreFlash_FW
0xffa05bfc,EF.StartInternalMainFlash_FW
0xffa05c80,EF.SetMainFlashTime_FW
0xffa05c94,j_EF.IsChargeFull_FW
0xffa05c98,EF.AdjPreFlash_FW
0xffa05cd4,EF.SetChargeMode_FW
0xffa05ce8,EF.SetFlashTime_FW
0xffa093fc,AFTool.GetEVal_FW
0xffa0c148,SetPTGDefaultData_FW
0xffa0e5fc,LiveImageTool.StartEVF_FW
0xffa0e608,LiveImageTool.StartEVFFocusJet_FW
0xffa0e614,LiveImageTool.StartEVFMF_FW
0xffa0e6fc,LiveImageTool.StartEVFMovVGA_FW
0xffa0e710,LiveImageTool.StartEVFMovQVGA_FW
0xffa0e724,LiveImageTool.StartEVFMovVGA_HS_FW
0xffa0e72c,LiveImageTool.StartEVFMovQVGA_HS_FW
0xffa0e734,LiveImageTool.StartEVFMovHD_FW
0xffa0e748,LiveImageTool.StartEVFMovFULLHD_FW
0xffa0e750,LiveImageTool.StopEVF_FW
0xffa0e760,LiveImageTool.DzoomTele_FW
0xffa0e780,LiveImageTool.DzoomWide_FW
0xffa0e7a0,LiveImageTool.StopDzoom_FW
0xffa0e7d0,LiveImageTool.Pause_FW
0xffa0e7e0,LiveImageTool.Resume_FW
0xffa0e7f0,LiveImageTool.ChangeDzoom_FW
0xffa0e860,j_LiveImageTool.GetDzoomPosition_FW
0xffa0e864,LiveImageTool.Jump_FW
0xffa0e878,LiveImageTool.Dister_FW
0xffa11804,ReloadColorAdjustment_FW
0xffa16588,task_PTPtoFAPI_EventProcTask_Try
0xffa1662c,task_PTPtoFAPI_EventProcTask_Block
0xffa170d4,add_ptp_handler
0xffa31860,GetFaceAuthBinAddr_FW
0xffa31868,GetFaceAuthBinSize_FW
0xffa31870,IsOKFaceAuthBinFile_FW
0xffa35ff8,EngDrvOut_FW
0xffa36014,EngDrvIn_FW
0xffa3601c,EngDrvRead_FW
0xffa36024,EngDrvBits_FW
0xffa36048,EngDrvReadDump_FW
0xffa3c0b4,task_CorrectLiveTassenTask
0xffa4048c,GetCurrentAdjImgDriveType_FW
0xffa40498,GetCurrentImgDrvMode_FW
0xffa404b8,ConvertAEIntegDrvTypeToAdjImgDriveType_FW
0xffa40504,ConvertAdjImgDrvModeToAdjImgDriveType_FW
0xffa4056c,ChangeAdjImgDrvMode_FW
0xffa40598,ChangeAEIntegDrvTypeToAdjImgDriveType_FW
0xffa405e4,GetCurrentCcdTemp_FW
0xffa40600,GetCurrentOptTemp_FW
0xffa4062c,GetCameraInformationData_FW
0xffa40668,j_GetCameraInformationData_FW
0xffa4079c,SetFaexeEventTableActivation_FW
0xffa40874,ShowTransparentMemory_FW
0xffa40894,DumpTransparentMemoryItem_FW
0xffa408d4,AddTransparentMemory_FW
0xffa4090c,AttachToTransparentMemory_FW
0xffa40944,RemoveTransparentMemory_FW
0xffa40964,GetTransparentMemorySize_FW
0xffa40974,GetTransparentMemory_FW
0xffa409b8,GetTransparentMemoryPosition_FW
0xffa40f14,StartSoundRecord_FW
0xffa40f4c,StartSoundPlay_FW
0xffa40f84,InitializeSoundRec_FW
0xffa40fd4,TerminateSoundRec_FW
0xffa410c4,InitializeFAGeneralTest_FW
0xffa410d8,TerminateFAGeneralTest_FW
0xffa410e0,InitializeFAExtendFile_FW
0xffa410f0,TerminateFAExtendFile_FW
0xffa46f9c,getImageDirName
0xffa4cef0,task_FORMAT_TASK_PROGRESS
0xffa4d0d0,task_FORMAT_TASK_NAME
0xffa511d4,task_FileScheduleTask
0xffa5231c,task_FileWrite
0xffa5231c,task_FileWriteTask
0xffa53918,closedir
0xffa53968,OpenFastDir
0xffa53abc,ReadFastDir
0xffa55324,task_DecJpgRd
0xffa56678,task_FilYuvMaker
0xffa58e98,reboot_fw_update
0xffa59268,task_ImgPlyTask
0xffa59414,task_ImgPlyLowTask
0xffa5c500,task_FocusEvent
0xffa5e76c,GetFocusLensResetPosition_FW
0xffa5e77c,GetFocusLensResetDefaultPosition_FW
0xffa5efc0,SetFocusResetState_FW
0xffa5efc4,GetFocusLensCurrentPosition_FW
0xffa5efc8,GetFocusLensDriveVoltage_FW
0xffa5f054,GetFocusLensSettingWaitVoltage_FW
0xffa5f0a0,GetFocusLensHoldVoltage_FW
0xffa5ff78,task_MechaShutter
0xffa609c4,task_Nd
0xffa613a4,GetNdMoveTime_FW
0xffa61468,task_ZoomActuatorSpeedCheck
0xffa61608,task_ZoomEvent
0xffa61f94,IsZoomActuatorResetSensorPlusSide_FW
0xffa62750,MoveZoomActuator_FW
0xffa62790,SetZoomActuatorSpeedPPS_FW
0xffa627ac,GetZoomActuatorSpeedPPS_FW
0xffa627b8,j_GetZoomActuatorCurrentPosition_FW
0xffa627bc,j_IsZoomActuatorResetSensorPlusSide_FW
0xffa627d8,GetZoomActuatorCurrentPosition_FW
0xffa6358c,GetZoomLensCurrentPosition
0xffa66284,task_MovPlay
0xffa6966c,task_MovWrite
0xffa6c804,MoveCZToPoint_FW
0xffa6c83c,MoveCZToWide_FW
0xffa6c86c,MoveCZToTele_FW
0xffa6c89c,MoveCZToPointByOVF_FW
0xffa6c8cc,StopCZ_FW
0xffa6c8f8,GetCZStillHighSpeed_FW
0xffa6c900,GetCZStillLowSpeed_FW
0xffa6c908,GetCZMovieHighSpeed_FW
0xffa6c910,GetCZMovieLowSpeed_FW
0xffa6c918,GetCZStillDefaultSpeed_FW
0xffa6c920,GetCZMovieDefaultSpeed_FW
0xffa6ca00,ResetFocusLens
0xffa6ca00,ResetFocusLens_FW
0xffa6ca5c,EscapeFocusLens_FW
0xffa6cad4,MoveFocusLensToTerminate_FW
0xffa6cb30,MoveFocusLensWithDistance_FW
0xffa6cc38,MoveFocusLensWithPosition_FW
0xffa6cd50,MoveFocusLensWithPositionImmediateReturn_FW
0xffa6ce0c,MoveFocusLensWithPositionWithoutBacklash_FW
0xffa6cf18,MoveFocusActuator_FW
0xffa6d018,SetFocusLensSpeed_FW
0xffa6d094,SetFocusLensSpeedTable_FW
0xffa6d148,SetFocusLensAccelerationTable_FW
0xffa6d24c,SetFocusLensSlowdownTable_FW
0xffa6d2c0,SetFocusLensDefaultPullOutTable_FW
0xffa6d2d4,SetFocusLensCondition_FW
0xffa6d3c4,ShowFocusLensCurrentSpeedTable_FW
0xffa6d428,SetFocusLensMaxSpeedLimit_FW
0xffa6d438,CancelFocusLensMaxSpeedLimit_FW
0xffa6d448,EnableFocusLens_FW
0xffa6d494,DisableFocusLens_FW
0xffa6d4e4,EnableFocusLensGainLockWithVoltage_FW
0xffa6d510,DisableFocusLensGainLock_FW
0xffa6d520,EnableFocusLensWaveLock_FW
0xffa6d53c,DisableFocusLensWaveLock_FW
0xffa6d54c,j_GetFocusLensCurrentPosition_FW
0xffa6d550,j_GetFocusLensResetPosition_FW
0xffa6d554,j_GetFocusLensResetDefaultPosition_FW
0xffa6d558,GetFocusLensSubjectDistance_FW
0xffa6d574,GetFocusLensSubjectDistanceNumber_FW
0xffa6d57c,GetFocusLensPositionRatio_FW
0xffa6d584,GetFocusLensLoadSubjectDistance_FW
0xffa6d5a4,ChangeFocusDistanceToPosition_FW
0xffa6d600,GetFocusLensLoadCamTable_FW
0xffa6d630,j_GetFocusLensDriveVoltage_FW
0xffa6d634,SetFocusLensDriveVoltage_FW
0xffa6d66c,j_GetFocusLensSettingWaitVoltage_FW
0xffa6d670,SetFocusLensSettingWaitVoltage_FW
0xffa6d6a8,j_GetFocusLensHoldVoltage_FW
0xffa6d6ac,SetFocusLensHoldVoltage_FW
0xffa6d6e4,j_GetFocusLensResetVoltage_FW
0xffa6d6e8,GetFocusLensMoveMaxPosition_FW
0xffa6d700,GetFocusLensMoveMinPosition_FW
0xffa6d718,j_GetFocusLensPullInMaxSpeed_FW
0xffa6d71c,GetFocusLensMoveRangeOfTelePoint_FW
0xffa6d7d0,ResetIris_FW
0xffa6d7f4,MoveIrisToTerminatePosition_FW
0xffa6d7fc,MoveIrisWithAv
0xffa6d7fc,MoveIrisWithAv_FW
0xffa6d824,MoveIrisWithAvWithoutBacklash_FW
0xffa6d84c,j_GetIrisAv_FW
0xffa6d850,ChangeIrisSpeed_FW
0xffa6d8cc,MoveLensToFirstPoint_FW
0xffa6d914,MoveLensToTerminatePoint_FW
0xffa6d94c,j_IsLensOutside_FW
0xffa6d950,j_GetLensErrorStatus_FW
0xffa6d954,j_GetFocusStartZoomPosition_FW
0xffa6d958,EnableLensError_FW
0xffa6d960,DisableLensError_FW
0xffa6d968,SetLensOutsideFlag_FW
0xffa6d99c,WriteMechaLogToRom_FW
0xffa6d9ac,WriteMechaLogToFile_FW
0xffa6d9d0,EnableMechaCircuit_FW
0xffa6d9e0,DisableMechaCircuit_FW
0xffa6d9f0,EnableFocusPiCircuit_FW
0xffa6da00,DisableFocusPiCircuit_FW
0xffa6da10,j_GetFocusPiSensorLevel_FW
0xffa6da14,EnableZoomPiCircuit_FW
0xffa6da24,DisableZoomPiCircuit_FW
0xffa6da34,j_GetZoomPiSensorLevel_FW
0xffa6da38,EnableZoomEncoderCircuit_FW
0xffa6da48,DisableZoomEncoderCircuit_FW
0xffa6da58,SendMechaCircuitData_FW
0xffa6da7c,ReceiveMechaCircuitDataAll_FW
0xffa6db30,CloseMechaShutter_FW
0xffa6db54,OpenMechaShutter_FW
0xffa6db78,CloseMechaShutterWithTiming_FW
0xffa6dbb0,SetMechaShutterCloseDacSetting_FW
0xffa6dbcc,GetMechaShutterCloseDacSetting_FW
0xffa6dc00,SetMechaShutterOpenDacSetting_FW
0xffa6dc1c,GetMechaShutterOpenDacSetting_FW
0xffa6dc50,SetMechaShutterWaitTimeSetting_FW
0xffa6dc64,j_GetMechaShutterStatus_FW
0xffa6dc68,j_GetMechaShutterMoveTime_FW
0xffa6dc6c,SetMechaShutterMoveTime_FW
0xffa6dcfc,PutInNdFilter
0xffa6dcfc,TurnOnNdFilter_FW
0xffa6dd20,PutOutNdFilter
0xffa6dd20,TurnOffNdFilter_FW
0xffa6dd44,TurnOnNdFilterWithTiming_FW
0xffa6dd7c,TurnOffNdFilterWithTiming_FW
0xffa6ddb4,j_GetNdMoveTime_FW
0xffa6ddb8,SetNdMoveTime_FW
0xffa6ddcc,SetNdDriveVoltageSetting_FW
0xffa6ddf4,EnableZoomLensEncoderPowerControl_FW
0xffa6de04,DisableZoomLensEncoderPowerControl_FW
0xffa6de78,ResetZoomLens
0xffa6de78,ResetZoomLens_FW
0xffa6dea4,ResetZoomLensToFirst_FW
0xffa6dee4,ResetZoomLensToTermiante_FW
0xffa6df24,MoveZoomLensWithPoint
0xffa6df24,MoveZoomLensWithPoint_FW
0xffa6df68,MoveZoomLensWithPointImmediateReturn_FW
0xffa6df84,WaitMoveZoomLensComplete_FW
0xffa6dfb0,MoveZoomLensWithPosition_FW
0xffa6dff4,MoveZoomLensToTerminatePosition_FW
0xffa6e034,MoveZoomLensToMechaEdge_FW
0xffa6e0d4,SetZoomLensSpeedMode_FW
0xffa6e0e8,GetZoomLensDriveAmpereDac_FW
0xffa6e0f0,SetZoomLensDriveAmpereDac_FW
0xffa6e108,EnableZoomLensSpeedControl_FW
0xffa6e11c,DisableZoomLensSpeedControl_FW
0xffa6e130,EnableZoomLensElectricControl_FW
0xffa6e144,DisableZoomLensElectricControl_FW
0xffa6e158,j_GetZoomLensCurrentPoint_FW
0xffa6e15c,j_GetZoomLensCurrentPosition_FW
0xffa6e160,j_GetZoomLensTelePoint_FW
0xffa6e164,j_GetZoomLensMechaEdgePosition_FW
0xffa6e168,ChangeZoomLensPointToMagnification_FW
0xffa6e170,ChangeZoomLensMagnificationToPoint_FW
0xffa6f204,task_CreateHeaderTask
0xffa7140c,MemoryChecker_FW
0xffa7148c,VerifyByte_FW
0xffa7166c,SDump_FW
0xffa7188c,FreeMemory
0xffa7188c,FreeMemory_FW
0xffa71894,AllocateMemory
0xffa71894,AllocateMemory_FW
0xffa718b4,Peek32_FW
0xffa718bc,Peek16_FW
0xffa718c4,Peek8_FW
0xffa718ec,GetSystemTime
0xffa718ec,GetSystemTime_FW
0xffa71900,exec_FW
0xffa71970,MonSelEvent_FW
0xffa71de8,MakeBootDisk_FW
0xffa71dfc,MakeScriptDisk_FW
0xffa8aca0,task_ReadMultiConTask
0xffa9beac,LCDMsg_Move_FW
0xffa9beec,LCDMsg_Delete_FW
0xffa9c1f8,LCDMsg_Create_FW
0xffa9c28c,LCDMsg_SwDisp_FW
0xffa9c2dc,LCDMsg_SetNum_FW
0xffa9c2ec,LCDMsg_SetStr_FW
0xffa9c3b4,LCDMsg_ChangeColor_FW
0xffabd7f8,InitializeDefectRec_FW
0xffabd864,TerminateDefectRec_FW
0xffaca584,Bat_Calc_FW
0xffaca584,CalculateBatSenseOffset_FW
0xffad6a74,GetCdsGainValue_FW
0xffad6a9c,SetDeltaCDSGain_FW
0xffad6ae0,j_ReloadCdsAdjustment_FW
0xffad6ae4,GetObClampValue_FW
0xffad6b28,SetObClamp_FW
0xffad6b28,SetObClampValue_FW
0xffad6b30,SetCDSGain_FW
0xffad6b30,SetCdsGainValue_FW
0xffad6b7c,SetCdsPreGainReg_FW
0xffad6bc4,GetCdsPreGainReg_FW
0xffad6bcc,SetSensorPreGain_FW
0xffad6bdc,GetSensorPreGain_FW
0xffad6be4,GetCurrentDriveBaseSvValue_FW
0xffad6c04,j_GetCurrentDriveBaseSvValue_FW
0xffad6c28,SetCDSGainStep_FW
0xffad6d10,SetAdjCdsMode_FW
0xffad6d2c,CancelAdjCdsMode_FW
0xffad6d48,IsAdjCdsMode_FW
0xffad6d8c,StopCaptureDrive_FW
0xffad7558,j_CancelImageDrive_FW
0xffad7564,StartCaptureDrive_FW
0xffad756c,CaptureWithParam_FW
0xffad75b4,ChangeImageDrive_FW
0xffad75bc,GetCrwImageInfo_FW
0xffad7660,ConvertTvToExposureTime_FW
0xffad7680,j_GetCurrentExposureTime_FW
0xffad7688,j_GetCurrentShutterSpeed_FW
0xffad76b4,SetShutterSpeedWithMecha_FW
0xffad7704,SetShutterSpeed_FW
0xffad7750,GetUserSetShutterSPeed_FW
0xffad7760,GetShutterSpeedRegularMaxLimit_FW
0xffad7778,GetShutterSpeedRegularMinLimit_FW
0xffad77b4,GetFrameRateWithApex_FW
0xffad7840,MoveIrisToAv_FW
0xffad788c,j_ReloadIrisAdjustment_FW
0xffad7890,j_ReloadGetaAdjustment_FW
0xffad7894,j_GetCurrentAvValue_FW
0xffad7898,GetCurrentAvCoefficient_FW
0xffad7964,MoveIrisFullOpen_FW
0xffad7998,MoveIrisFullClose_FW
0xffad7a0c,j_ReloadNdFilterAdjustment_FW
0xffad7a24,PutInNdFilter_FW
0xffad7a5c,PutOutNdFilter_FW
0xffad7ae4,CloseMShutter_FW
0xffad7b1c,OpenMShutter_FW
0xffad8438,CalculatePeakFromLeastSquareResult_FW
0xffad8470,CalculateLog2ToApex_FW
0xffad8484,CalculatePow2FromApex_FW
0xffad84d0,CalcLog10_FW
0xffad84f8,ConvertApexToApexStd_FW
0xffad8528,ConvertApexStdToApex_FW
0xffad85c0,CalcSqrt_FW
0xffad85ec,SetOneShotWBParam_FW
0xffad85ec,SetOneTypeWBParam_FW
0xffad866c,OneShotWhigeBalance_FW
0xffad866c,OneTypeWhiteBalance_FW
0xffad86bc,SetWBYlStandardWidth_FW
0xffad86f8,SetReferenceWBGainForCalibration_FW
0xffad8724,SetToolCorrectCoefficient_FW
0xffad879c,j_ReloadWBAdjustment_FW
0xffad8abc,ConvertCxCyToWBGain_FW
0xffad8c24,GetZoomLensResetPlus_FW
0xffad8dd4,j_GetCurrentZoomLensPosition_FW
0xffad8dd4,j_GetCurrentZoomPosition_FW
0xffad8dd8,j_GetCurrentZoomLensPoint_FW
0xffad8dd8,j_GetCurrentZoomPoint_FW
0xffad8ddc,GetCurrentZoomLensDirection_FW
0xffad8df8,j_ReloadZoomAdjustment_FW
0xffad8f58,j_GetZoomTelePoint_FW
0xffad8f5c,j_GetZoomResetSensorLevel_FW
0xffad8f98,j_GetZoomDrivingTime_FW
0xffad903c,j_ClearZoomDriveParam_FW
0xffad9214,j_IsZoomLensOutSidePosition_FW
0xffad921c,StopZoomEmergency_FW
0xffad9220,j_SetZoomResetState_FW
0xffad9260,ResetZoom_FW
0xffad9294,ResetZoomToFirst_FW
0xffad9294,ResetZoomToFirstPoint_FW
0xffad92c8,ResetZoomToTerminate_FW
0xffad92c8,ResetZoomToTerminatePoint_FW
0xffad9304,MoveZoomLensToPosition_FW
0xffad9304,MoveZoomPosition_FW
0xffad9340,MoveZoomLensToPoint_FW
0xffad9340,MoveZoomPoint_FW
0xffad937c,MoveComputerZoomToPoint_FW
0xffad93b8,ResetZoomToAdjFirstPoint_FW
0xffad93fc,ResetZoomToAdjTerminatePoint_FW
0xffad94d4,SetZoomLensEncoderPowerControl_FW
0xffad94dc,SetZoomSpeedMode_FW
0xffad9538,GetZoomDefaultDriveParam_FW
0xffad9550,SetZoomDriveParam_FW
0xffad9584,GetZoomResetDriveParam_FW
0xffad959c,SetZoomResetDriveParam_FW
0xffad95d0,GetZoomNormalDriveParam_FW
0xffad95e8,SetZoomNormalDriveParam_FW
0xffad961c,GetZoomDefaultCommonDriveParam_FW
0xffad9644,SetZoomCommonDriveParam_FW
0xffad97dc,ClearZoomCommonDriveParam_FW
0xffad98f4,MoveZoomLensToMechaEnd_FW
0xffad99d0,MoveZoomLensToPositionByManual_FW
0xffad9b40,ConvertToPositionWithDistanceAndZoomPoint_FW
0xffad9b64,ConvertToPositionWithDistance_FW
0xffad9b6c,j_ReloadFocusLensAdjustment_FW
0xffad9b70,j_GetFocusDefaultResetPosition_FW
0xffad9b74,j_GetFocusResetPosition_FW
0xffad9b78,j_GetCurrentTargetDistance_FW
0xffad9bd0,j_GetCurrentFocusLensPosition_FW
0xffad9bd0,j_GetCurrentFocusPosition_FW
0xffad9c00,MoveFocusLensToTerminatePosition_FW
0xffad9c00,MoveFocusToTerminate_FW
0xffad9ce4,MoveFocusLensToPositionWithMaxSpeed_FW
0xffad9d28,MoveFocusLensToPositionWithSpeed_FW
0xffad9dfc,MoveFocusLensToPosition_FW
0xffad9e48,MoveFocusPosition_FW
0xffad9f10,MoveFocusDistance_FW
0xffad9f10,MoveFocusLensToDistance
0xffad9f10,MoveFocusLensToDistance_FW
0xffad9f78,ResetFocus_FW
0xffada148,j_IsFocusLensOutSidePosition_FW
0xffada180,j_SetFocusResetState_FW
0xffada214,SaveFocusResetPulse_FW
0xffadaba0,SetScanLensIndex_FW
0xffadaca4,SetScanWindowMode_FW
0xffadaef0,SelectAdjBPFilter_FW
0xffadaf10,SetAdjAFWinPos_FW
0xffadaf50,SetBPFilterForBP_FW
0xffadaf80,CancelBPFilterForBP_FW
0xffadb18c,StartAdjAFService_FW
0xffadb2b4,StopAdjAFService_FW
