0xffc180b8,_GetSystemTime
0xffc17a54,ReleaseRecursiveLock
0xffdabf04,RemoveTransparentMemory_FW
0xffc133b4,RenameFile_Fut
0xffdd60b8,ResetFocusLens
0xffdd60b8,ResetFocusLens_FW
0xffdd6bb0,ResetIris_FW
0xffdd70b4,ResetZoomLens
0xffdd70b4,ResetZoomLens_FW
0xffdd70e0,ResetZoomLensToFirst_FW
0xffdd7120,ResetZoomLensToTermiante_FW
0xffc19690,Restart
0xffc56074,RomCheckSum_FW
0xffc0c4c0,RotateConsoleZOder_FW
0xffc34d68,SaveAdjustmentTable_FW
0xffc34d80,SaveAdjustmentValue_FW
0xffd210d0,SaveLanguageNameList_FW
0xffe2cb74,SavePaletteData
0xffdda640,SDump_FW
0xffdd6db4,SendMechaCircuitData_FW
0xffc5b058,set_control_event
0xffe2ab18,SetAE_ShutterSpeed
0xffc5b5dc,SetAutoShutdownTime
0xffc5b5dc,SetAutoShutdownTime_FW
0xffc61880,SetCurrentCaptureModeType
0xffc61880,SetCurrentCaptureModeType_FW
0xffcd825c,SetDefaultRecParameter_FW
0xffcd85a4,SetDefectRecParameter_FW
0xffc33b0c,SetDUIDFixFlag_FW
0xffc173b8,SetEventFlag
0xffc33a14,SetFactoryMode_FW
0xffc13e88,SetFileAttributes
0xffc13e38,SetFileTimeStamp
0xffdd66d4,SetFocusLensCondition_FW
0xffdd66c0,SetFocusLensDefaultPullOutTable_FW
0xffdd6a80,SetFocusLensDriveVoltage_FW
0xffdd6af8,SetFocusLensHoldVoltage_FW
0xffdd6878,SetFocusLensMaxSpeedLimit_FW
0xffdd6abc,SetFocusLensSettingWaitVoltage_FW
0xffdd65d8,SetFocusLensSpeed_FW
0xffdd6604,SetFocusLensSpeedTable_FW
0xffc5273c,SetHPTimerAfterNow
0xffc527bc,SetHPTimerAfterTimeout
0xffd09680,SetIgnoreAVJACK_FW
0xffc5b304,SetLogicalEventActive
0xffdd6f40,SetMechaShutterWaitTimeSetting_FW
0xffc26c24,SetMontblancVSize_FW
0xffdd700c,SetNdDacSetting_FW
0xffd29c0c,SetParameterData
0xffc56e08,SetPropertyCase
0xffd09634,SetRawSWCheckMode_FW
0xffc5b354,SetScriptMode
0xffc5b354,SetScriptMode_FW
0xffd095e4,SetSDPwrPort_FW
0xffcd8588,SetSensitiveDefectRecParameter_FW
0xffcd8598,SetSensitiveRecParameter_FW
0xffc0b5e0,SetSR
0xffc181f0,SetTimerAfter
0xffc18270,SetTimerWhen
0xffc27598,SetUSBToDCPMode_FW
0xffdd0e40,SetZoomActuatorSpeedPPS_FW
0xffe409e8,SetZoomLensICDriveData_FW
0xffdd7290,SetZoomLensSpeedMode_FW
0xffd0993c,ShowAllTaskInfo_FW
0xffc5406c,ShowCameraLog_FW
0xffc54000,ShowCameraLogInfo_FW
0xffc34acc,ShowDefaultAdjTableVersion_FW
0xffdd6804,ShowFocusLensCurrentSpeedTable_FW
0xffd210a4,ShowLanguageNameList_FW
0xffc5acf0,ShowLogicalEventName_FW
0xffd094c0,ShowMechaMacro_FW
0xffd09624,ShowPhySwStatus_FW
0xffd09668,ShowSDStatus_FW
0xffdabe34,ShowTransparentMemory_FW
0xffd1efd4,ShutdownPlayModeMenu_FW
0xffd1f058,ShutdownPlayModeMenuWithoutPbRedraw_FW
0xffd1ef34,ShutdownRecModeMenu_FW
0xffc17c9c,SleepTask
0xffc17c9c,SleepTask_FW
0xffc0d7c8,sprintf_FW
0xffc0da08,srand
0xffc46880,SS.Create_FW
0xffd67754,sscanf_FW
0xffc540b4,StartCameraLog_FW
0xffd0a66c,StartClockMode_FW
0xffdeef48,StartDirectTransferManager_FW
0xffdefc14,StartDtConfirmMenu_FW
0xffe44708,StartDtExecuteMenu_FW
0xffc33bb8,StartFactoryModeController_FW
0xffc6e338,StartGUISystem_FW
0xffcd61b4,StartLogOut_FW
0xffd1ee58,StartPlayModeMenu_FW
0xffd1eec0,StartRecModeMenu
0xffd1eec0,StartRecModeMenu_FW
0xffc0d04c,StartRedirectUART_FW
0xffdac4ac,StartSoundPlay_FW
0xffdac474,StartSoundRecord_FW
0xffddf56c,StartTransferOrderMenu_FW
0xffc55c14,StartWDT_FW
0xffc13d68,stat
0xffc54278,StopCameraLog_FW
0xffcd5f0c,StopLogOut_FW
0xffdefacc,StoptDtConfirmMenu_FW
0xffc55c78,StopWDT_FW
0xffc6e484,strcat
0xffc6e50c,strchr
0xffc0d8a4,strcmp
0xffc0d8cc,strcmp_FW
0xffc0d88c,strcpy
0xffc0d88c,strcpy_FW
0xffc6e90c,strftime
0xffc0d8e8,strlen
0xffc0d8e8,strlen_FW
0xffc6e4c0,strncmp
0xffc1d81c,strncpy
0xffc6e530,strrchr
0xffc1da54,strtol
0xffc1d858,strtolx
0xffd09fdc,System.Create_FW
0xffd0994c,System.Delete_FW
0xffd09fdc,SystemEventInit_FW
0xffc0b774,TakeSemaphore
0xffc0b774,TakeSemaphore_FW
0xffc0bca0,TakeSemaphoreStrictly
0xffc778c4,task_AfIntSrvTask
0xffc1db34,task_AFTask
0xffc30bd8,task_AudioTsk
0xffdd31dc,task_AviRead
0xffd07a3c,task_AviWrite
0xffc2fa10,task_BeepTask
0xffc85010,task_BrtMsrTask
0xffc19504,task_Bye
0xffc488a4,task_CaptSeq
0xffc488a4,task_CaptSeqTask
0xffc050b4,task_ClockSave
0xffd87fb4,task_CntFlashTask
0xffc5ec30,task_CommonDrivers
0xffdd7dfc,task_CreateHeaderTask
0xffc59c94,task_CtrlSrv
0xffd00f1c,task_CZ
0xffd9e728,task_DCPClassTask
0xffc94f08,task_DetectMoveTask
0xffc96ac4,task_DevelopModule
0xffd951dc,task_DirectOpEventQueueMngr
0xffce63fc,task_DPOFTask
0xffc65a3c,task_DSITask
0xffd0d680,task_DvlpSeqTask
0xffc96e40,task_EFChargeT
0xffe3d7d0,task_EffctDrv
0xffc56918,task_EvShel
0xffc900b8,task_ExpDrv
0xffc900b8,task_ExpDrvTask
0xffc65808,task_FaceFrame
0xffccc8ec,task_Fencing
0xffdc0070,task_FileScheduleTask
0xffdc0ea8,task_FileWrite
0xffdc0ea8,task_FileWriteTask
0xffdc7c94,task_FilYuvMaker
0xffdca65c,task_FocusEvent
0xffcdf3cc,task_FolderCreateCheckTask
0xffcee3a0,task_FORMAT_TASK_NAME
0xffcee2a0,task_FORMAT_TASK_PROGRESS
0xffc23b54,task_FramePosition
0xffc3cccc,task_FsIoNotifyTask
0xffc3219c,task_FWDDATA
0xffc26464,task_ImageSensorTask
0xffc41a10,task_ImgPlayDrv
0xffcfbd24,task_ImgTrim
0xffc5ebf8,task_InitFileModules
0xffc2fe60,task_LEDCon
0xffc43150,task_LensController
0xffdce88c,task_MechaShutter
0xffcdfb50,task_MetaCtg
0xffc49b94,task_MovieCtrlTask
0xffdd5088,task_MoviePlay
0xffc453d8,task_MovieRecord
0xffdcf208,task_Nd
0xffc93f08,task_OBCtrlTask
0xffc54664,task_OpePlay
0xffc118a4,task_PhySw
0xffcae504,task_PreLoadTask
0xffc462f0,task_PT_BatTestTask
0xffcb5668,task_RapiRevr
0xffe3a9c8,task_ReadFileTask
0xffdc21dc,task_ReadScheduleTask
0xffc42bc0,task_RedEyeCapt
0xffcfdb40,task_RedEyePly
0xffc3f78c,task_SD1stInit
0xffd9872c,task_SelectThumbCache
0xffca43c0,task_SesnMngr
0xffd0fc7c,task_SoundPlay
0xffd0f2e0,task_SoundRecord
0xffcba0ec,task_SRM
0xffc9af60,task_SsgMainTask
0xffc9b184,task_SsgPeriodTask
0xffc47b3c,task_SsStartupTask
0xffc4c820,task_SsTask
0xffc0cd28,task_Startup
0xffc19d68,task_StartupImage
0xffca23e0,task_SynchTask
0xffca2358,task_SyncPeriod
0xffc107b8,task_TempCheck
0xffc9df40,task_TgTask
0xffc329a0,task_Thermometer
0xffca4ee0,task_TimerUtility
0xffcb2c04,task_TrnsCtrlTask
0xffc0cef8,task_UartLog
0xffc29af4,task_UsbHal
0xffd102d0,task_WavRead
0xffdd9358,task_WavWrite
0xffc92ff4,task_WBCtrl
0xffc732ec,task_WBIntegTask
0xffc55aa0,task_WdtPrint
0xffc55b54,task_WdtReset
0xffdd00b4,task_ZoomEvent
0xffd0b10c,TerminateAdjustmentSystem_FW
0xffc38c1c,Terminatedccd_FW
0xffc38c1c,TerminateDigicon_FW
0xffdac528,TerminateSoundRec_FW
0xffc3878c,TerminateTestRec_FW
0xffc50edc,time
0xffc17800,TryPostMessageQueue
0xffc176e8,TryReceiveMessageQueue
0xffc0b720,TryTakeSemaphore
0xffda5470,TurnOffAFLamp_FW
0xffc65db0,TurnOffBackLight
0xffc2cd08,TurnOffDisplay
0xffda5454,TurnOnAFLamp_FW
0xffc65d98,TurnOnBackLight
0xffc2ccf8,TurnOnDisplay
0xffd0afd0,UI.Create_FW
0xffd0afd0,UI_RegistDebugEventProc_FW
0xffd0a224,UI_ShowStateOfRecMode_FW
0xffc5b37c,UiEvnt_StartDisguiseCradleStatus_FW
0xffc5b38c,UiEvnt_StopDisguiseCradleStatus_FW
0xffd2e254,UIFS_Capture_FW
0xffd2e35c,UIFS_CaptureNoneStop_FW
0xffd0a3cc,UIFS_ClosePopupStrobe_FW
0xffd0a544,UIFS_ConnectVideo_FW
0xffd0a574,UIFS_DisconnectVideo_FW
0xffd0a674,UIFS_EndClockMode_FW
0xffd0a684,UIFS_GetMovieRecoadableNumber_FW
0xffd0a6cc,UIFS_GetStillShotableNumber_FW
0xffd0a3fc,UIFS_MountExtFlash_FW
0xffd2f29c,UIFS_MoveZoomTo_FW
0xffd0a39c,UIFS_OpenPopupStrobe_FW
0xffd0a45c,UIFS_PressTeleButton_FW
0xffd0a4d0,UIFS_PressWideButton_FW
0xffd0a5ac,UIFS_RestartPostingUIEvent_FW
0xffd0a654,UIFS_SetCaptureModeToISO3200_FW
0xffd0a618,UIFS_SetCaptureModeToM_FW
0xffd0a64c,UIFS_SetCaptureModeToMacro_FW
0xffd0a5b0,UIFS_SetCaptureModeToP_FW
0xffd0a5e4,UIFS_SetCaptureModeToTv_FW
0xffd0a67c,UIFS_SetCradleSetting_FW
0xffd0a34c,UIFS_SetDialMovieRec_FW
0xffd0a374,UIFS_SetDialPlay_FW
0xffd0a324,UIFS_SetDialStillRec_FW
0xffd0a66c,UIFS_StartClockMode_FW
0xffc64df8,UIFS_StartMovieRecord_FW
0xffc64e2c,UIFS_StopMovieRecord_FW
0xffd0a5a8,UIFS_StopPostingUIEvent_FW
0xffd0a42c,UIFS_UnmountExtFlash_FW
0xffd0a498,UIFS_UnpressTeleButton_FW
0xffd0a50c,UIFS_UnpressWideButton_FW
0xffd1f7a4,UIFS_WriteFirmInfoToFile
0xffd1f7a4,UIFS_WriteFirmInfoToFile_FW
0xffc33834,UndisplayFactoryMode_FW
0xffc50640,UnLoadScript_FW
0xffc15cb0,UnlockAE
0xffc158b8,UnlockAF
0xffc5b4bc,UnlockMainPower
0xffc5b4bc,UnlockMainPower_FW
0xffc0b5c4,UnregisterInterruptHandler
0xffd2ed10,UnsetZoomForMovie
0xffc3c710,UpdateMBROnFlash
0xffc105d0,VbattGet
0xffc105d0,VbattGet_FW
0xffdda0f8,VerifyByte_FW
0xffc0d80c,vsprintf
0xffd09928,Wait_FW
0xffc172f0,WaitForAllEventFlag
0xffc0bd50,WaitForAllEventFlagStrictly
0xffc1724c,WaitForAnyEventFlag
0xffc0bd24,WaitForAnyEventFlagStrictly
0xffc13c08,Write
0xffc13c08,write
0xffc13c08,Write_FW
0xffc350a0,WRITEADJTABLETOFROM_FW
0xffcf8a00,WriteSDCard
0xffd111a4,WriteToRom_FW
